contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kasteel-Raadhuis Dommelrode,0846::SB1,5492 GD,1152,582,1,2,0,0,0,532,53,0,0,0,0,0,0,585,126,143,49,99,34,59,17,23,12,16,2,0,0,2
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum Odendael,0846::SB2,5492 CT,1472,814,0,1,0,0,0,748,67,0,0,0,0,0,0,815,111,227,69,201,43,80,15,32,22,3,0,7,1,3
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Dommelrode,0846::SB3,5492 BJ,1227,451,2,0,0,0,0,397,56,0,0,0,0,0,0,453,87,110,36,62,40,72,17,16,6,0,2,0,0,3
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkcentrum Eerschot,0846::SB4,5491 BC,1592,624,2,3,0,0,0,578,51,0,0,0,0,0,0,629,113,131,89,126,44,67,10,20,7,4,1,9,0,3
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Eerschot,0846::SB5,5491 AB,1185,545,2,0,0,0,0,470,77,0,0,0,0,0,0,547,156,138,50,73,33,57,15,6,5,0,0,10,0,2
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kantine brandweerkazerne,0846::SB6,5491 GD,1690,934,6,0,0,0,0,844,96,0,0,0,0,0,0,940,197,155,80,176,73,139,32,39,24,0,0,12,1,6
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Kienehoef,0846::SB7,5491 JD,1679,796,2,0,0,0,0,726,72,0,0,0,0,0,0,798,122,109,93,212,67,100,22,29,27,4,0,5,2,4
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau EHBO-lokaal Boskant,0846::SB8,5492 EC,1102,542,1,1,0,0,0,490,54,0,0,0,0,0,0,544,116,123,57,82,32,46,21,29,17,0,0,9,1,9
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau MFA De Loop'r,0846::SB9,5491 XP,809,386,0,1,0,0,0,356,31,0,0,0,0,0,0,387,91,123,36,49,14,38,7,18,9,0,0,1,0,0
's-Hertogenbosch,Sint-Oedenrode,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zalencentrum De Beckart,0846::SB10,5492 HT,1927,951,2,2,0,0,0,824,131,0,0,0,0,0,0,955,188,317,108,146,36,67,24,36,15,1,0,8,0,5
