contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Voormalige basisschool Het Molenven,0865::SB1,5261 AE,1501,990,3,1,0,0,0,892,102,0,0,0,0,0,0,994,281,146,46,66,104,224,53,22,27,2,0,10,1,8
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woonzorgcentrum Elisabeth,0865::SB2,5261 VM,1423,809,1,2,0,0,0,734,78,0,0,0,0,0,0,812,166,125,36,117,84,140,54,31,33,0,0,18,2,3
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Visio De Vlasborch,0865::SB3,5261 TB,1635,646,1,2,0,1,2,600,48,0,0,0,1,0,0,650,69,69,82,163,86,72,36,36,19,0,0,7,2,5
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woonzorgcentrum De Braacken,0865::SB4,5263 AT,1528,855,6,0,0,0,0,748,113,0,0,0,0,0,0,861,312,120,35,37,67,171,56,13,27,0,0,4,1,12
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Brasserie Brac,0865::SB5,5263 CN,1583,994,1,4,0,0,2,852,145,0,0,0,0,0,0,999,522,140,39,27,41,155,25,7,22,0,0,10,0,6
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau The Battle Axe,0865::SB6,5266 AG,1010,323,1,2,0,0,1,289,36,0,0,0,0,0,0,326,98,66,29,35,20,29,19,3,9,0,0,11,3,1
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gebouw Schoonveld,0865::SB7,5262 XD,1617,855,0,1,0,1,1,764,92,0,0,0,1,0,0,857,168,104,50,114,96,184,80,11,20,0,0,12,4,12
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gebouw De Gouden Zonne,0865::SB8,5262 BA,1365,569,5,1,0,0,0,511,64,0,0,0,0,0,0,575,82,67,66,134,44,88,32,17,21,0,1,7,2,8
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Wieken,0865::SB9,5262 EN,1250,695,4,1,0,0,1,623,76,0,0,0,0,0,0,700,81,112,96,147,73,87,32,26,25,1,0,10,0,5
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OJBS De Lichtstraat,0865::SB10,5262 JH,1302,601,2,1,0,0,0,536,68,0,0,0,0,0,0,604,115,80,41,99,68,113,44,11,21,0,0,5,1,3
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Baarzen,0865::SB11,5262 HC,1243,920,4,0,0,0,0,829,95,0,0,0,0,0,0,924,166,130,65,144,113,184,46,26,25,0,1,9,4,7
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woonzorgcentrum Theresia,0865::SB12,5262 TN,1587,857,5,3,0,0,1,788,76,0,0,0,0,0,0,865,140,96,99,167,82,145,44,32,33,0,0,14,0,5
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Paviljoen Bergenshuizen,0865::SB13,5262 LK,1861,549,0,0,0,0,0,489,60,0,0,0,0,0,0,549,110,62,47,93,48,93,36,21,20,0,0,8,0,11
's-Hertogenbosch,Vught,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Raadhuis,0865::SB14,5261 EV,1081,400,1,1,0,0,1,369,32,0,0,0,0,0,0,402,131,57,21,47,41,68,16,5,11,0,1,2,0,0
