contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,OPA,JEZUS LEEFT
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Gemeentehuis,0303::SB1,8251 ER,1952,1449,2,1,0,0,0,1340,112,0,0,0,0,0,0,1452,279,124,144,325,112,98,130,59,41,82,39,11,5
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Kantine Sportvereniging Reaal,0303::SB2,8253 BA,1638,958,0,1,0,0,0,852,107,0,0,0,0,0,0,959,221,54,70,204,33,104,102,73,29,39,27,1,1
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Basisschool De Dukdalf,0303::SB3,8253 EA,2093,1454,2,3,0,0,0,1278,181,0,0,0,0,0,0,1459,310,99,137,247,103,144,194,101,32,49,29,6,3
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Mr. Antoine M.G. Gresel Kazerne,0303::SB4,8251 KP,2029,968,1,0,0,0,0,866,103,0,0,0,0,0,0,969,189,53,108,168,71,80,123,47,31,62,26,6,4
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Woonzorgcentrum De Regenboog,0303::SB5,8254 AB,1700,874,2,2,0,0,0,791,88,0,1,0,1,0,0,879,139,89,73,182,81,80,102,39,13,46,19,8,3
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Ontmoetingskerk,0303::SB6,8251 LD,1776,834,1,2,0,0,0,764,73,0,0,0,0,0,0,837,116,75,68,173,89,65,132,36,21,30,21,4,4
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Samenwerkingsschool De Brandaris,0303::SB7,8251 VX,1701,763,2,0,0,0,0,693,73,0,1,0,1,0,0,766,124,74,74,131,67,77,89,48,11,48,16,2,2
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Samenwerkingsschool Het Wilgerijs,0303::SB8,8251 TJ,1575,1057,2,2,0,0,0,965,96,0,0,0,0,0,0,1061,187,117,94,201,74,112,104,57,20,51,29,7,4
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Clubhuis Golfresidentie,0303::SB9,8251 NS,1018,676,3,3,0,0,0,591,89,0,0,2,0,2,0,680,284,29,62,100,15,75,24,29,11,25,20,2,0
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Basisschool Flevosprong,0303::SB10,8252 GW,1592,963,3,3,0,0,0,886,82,0,0,1,0,1,0,968,205,95,93,159,69,97,114,51,16,36,19,3,6
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Basisschool Het Kompas,0303::SB11,8252 GJ,1636,894,0,1,0,1,0,827,67,0,0,1,0,0,0,894,194,69,43,201,49,98,109,43,16,35,33,2,2
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Dorpshuis De Steiger,0303::SB12,8255 DM,1404,719,3,3,0,0,0,663,62,0,0,0,0,0,0,725,156,26,117,142,62,55,35,25,21,55,20,4,1
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Kerkcentrum De Hoeksteen,0303::SB13,8255 AA,1381,767,6,0,0,0,1,705,67,0,0,0,0,0,0,773,173,50,108,184,57,53,39,26,3,41,28,5,0
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Basisschool De Duykeldam,0303::SB14,8255 AR,1960,868,2,5,0,0,0,763,112,0,0,0,0,0,0,875,170,60,132,145,93,67,61,38,9,56,29,8,0
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Het Koetshuis,0303::SB15,8256 BD,1333,855,0,2,0,0,0,750,107,0,0,0,0,0,0,857,175,37,126,173,61,69,44,67,22,39,38,3,1
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Bas Tennis,0303::SB16,8256 ZG,1389,463,2,0,0,0,0,429,36,0,0,0,0,0,0,465,102,18,75,90,51,27,17,45,5,20,8,2,3
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Kerkcentrum De Voorhof,0303::SB17,8256 BK,1753,944,3,2,0,0,0,840,109,0,0,0,0,0,0,949,220,46,133,220,64,52,60,63,18,40,23,3,2
,Dronten,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Basisschool De Klimboom,0303::SB18,8253 EA,1879,446,2,1,0,0,0,402,47,0,0,0,0,0,0,449,119,27,36,85,33,56,32,26,4,18,10,0,0
