contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadhuis,0484::SB1,2405 SH,971,878,4,4,1,0,3,807,77,0,0,0,1,0,0,887,203,84,88,118,77,150,47,36,13,32,25,2,0,3,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Groene Hart Lyceum,0484::SB2,2405 VS,1059,457,0,0,0,0,0,410,47,0,0,0,0,0,0,457,93,30,65,62,34,50,22,24,27,28,12,6,0,2,2
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Opstandingskerk,0484::SB3,2404 BB,1029,605,0,2,0,0,0,560,47,0,0,0,0,0,0,607,93,46,105,82,53,85,22,29,31,27,25,3,0,3,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau ActiVite Rijnzate,0484::SB4,2404 VT,1243,288,0,4,0,0,18,0,274,0,0,0,0,0,0,292,40,24,35,74,27,26,5,16,9,15,12,3,1,1,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau ActiVite St. Joseph,0484::SB5,2405 BS,726,437,1,1,0,0,0,401,38,0,0,0,0,0,0,439,77,33,46,96,37,47,25,24,11,18,17,2,0,3,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Volle Evangelie Gemeente De Ark,0484::SB6,2405 AK,1069,464,1,3,0,0,0,408,60,0,0,0,0,0,0,468,101,40,55,69,40,53,21,33,14,18,18,0,0,2,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nutsgebouw Zwammerdam,0484::SB7,2471 AT,1709,721,0,1,0,0,0,646,76,0,0,0,0,0,0,722,129,60,74,187,66,74,14,46,26,16,21,2,0,5,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpshuis Aarlanderveen,0484::SB8,2445 AK,908,538,1,1,0,0,0,483,57,0,0,0,0,0,0,540,145,25,65,150,25,35,10,33,18,15,11,1,5,0,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Windroos,0484::SB9,2405 XA,1453,648,1,0,0,0,0,577,72,0,0,0,0,0,0,649,124,52,75,114,55,91,40,35,17,19,25,0,0,1,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool  De Rank,0484::SB10,2406 BB,1389,853,8,4,0,0,0,766,99,0,0,0,0,0,0,865,135,85,105,140,68,116,53,48,25,34,40,0,0,4,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw De Meerkoet,0484::SB11,2406 GA,1385,469,4,1,0,0,2,429,43,0,0,0,0,0,0,474,71,50,83,51,51,59,17,29,8,21,22,2,0,5,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Goede Herderkerk,0484::SB12,2406 TV,1468,619,4,1,0,0,0,567,57,0,0,0,0,0,0,624,108,41,85,97,52,75,43,34,19,28,30,1,2,3,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Scala College,0484::SB13,2403 AS,1628,693,2,3,0,0,0,635,63,0,0,0,0,0,0,698,128,88,87,87,67,102,28,31,18,31,20,3,0,3,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dep. Basisschool An Noer,0484::SB14,2402 BT,1311,375,12,4,0,0,0,340,51,0,0,0,0,0,0,391,51,46,37,54,43,70,20,18,7,14,12,0,3,0,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Driehoorne Serviceflat,0484::SB15,2402 AG,1172,657,4,5,0,1,0,626,41,0,0,0,1,0,0,667,79,65,78,135,75,93,18,37,12,44,18,1,0,1,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Alrijne Ziekenhuis (vm. Rijnland),0484::SB16,2402 WC,1282,579,0,2,0,0,0,526,55,0,0,0,0,0,0,581,133,61,67,78,48,88,13,22,8,25,27,3,1,5,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Ridderveld,0484::SB17,2402 JG,1397,520,0,0,0,0,0,462,58,0,0,0,0,0,0,520,77,56,97,56,63,70,30,22,13,13,18,1,1,3,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Alphense Montessorischool,0484::SB18,2402 HB,1034,658,0,2,0,0,0,592,68,0,0,0,0,0,0,660,73,71,108,86,98,94,26,28,14,26,30,1,2,1,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zalencentrum De Bron (1),0484::SB19,2402 EP,1210,645,1,2,0,0,0,592,55,0,0,1,0,0,0,647,117,65,80,73,74,89,37,45,6,31,20,5,1,1,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Vlinder,0484::SB20,2403 NC,1331,585,4,2,0,0,0,524,67,0,0,0,0,0,0,591,86,52,73,83,66,96,21,45,8,26,25,1,1,1,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zalencentrum De Bron (2),0484::SB21,2402 EP,1231,620,0,0,0,0,0,572,49,0,1,0,1,0,0,621,95,72,93,84,79,78,24,35,6,28,16,7,1,2,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Spectrum,0484::SB22,2403 HN,1220,721,2,0,1,0,0,652,70,0,0,1,0,0,0,722,156,90,81,94,70,95,38,38,10,24,18,2,1,4,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Stromen,0484::SB23,2403 PH,983,600,4,0,0,0,0,553,51,0,0,0,0,0,0,604,99,71,63,54,86,103,29,34,4,19,27,4,3,3,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Mare,0484::SB24,2402 LG,1376,553,2,1,0,0,0,500,57,0,1,0,1,0,0,557,74,70,78,46,75,79,29,42,9,12,25,1,2,8,3
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau BS Hobbitburcht  locatie Havixhorst,0484::SB25,2402 MZ,1610,807,3,1,0,0,0,741,70,0,0,0,0,0,0,811,145,77,143,94,86,119,45,29,5,31,25,4,0,3,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wooncentrum Noorderbrink,0484::SB26,2401 PR,1183,493,1,5,0,0,1,468,30,0,0,0,0,0,0,499,68,53,82,41,62,59,27,35,12,25,22,1,1,5,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wooncentrum  Anton Constandse,0484::SB27,2401 KZ,1259,728,3,2,0,1,0,683,51,0,0,0,1,0,0,734,173,57,84,89,77,87,40,35,10,41,23,7,1,2,2
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau ActiVite Zuidervaart,0484::SB28,2408 TW,1682,906,2,1,0,0,0,831,81,0,0,0,3,3,0,912,226,92,87,122,51,152,50,63,18,19,20,1,0,3,2
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Kerk en Zanen,0484::SB29,2408 NV,1648,958,4,1,0,0,0,872,91,0,0,0,0,0,0,963,205,104,88,147,84,125,54,63,12,38,23,5,2,5,3
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maranathakerk,0484::SB30,2406 AP,2034,1157,3,2,0,0,0,1045,117,0,0,0,0,0,0,1162,298,113,89,191,79,201,47,46,16,31,34,5,1,3,3
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Lichtkring,0484::SB31,2408 TV,2030,886,6,3,0,0,0,778,117,0,0,0,0,0,0,895,260,77,85,139,43,138,36,43,13,20,25,4,0,3,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Wereldwijzer,0484::SB32,2408 NV,1625,697,6,3,0,1,0,622,83,0,0,1,0,0,0,705,159,77,66,63,47,131,48,43,13,15,29,3,0,2,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Baken,0484::SB33,2401 GH,1035,566,2,3,0,2,0,510,63,0,0,0,2,0,0,573,111,59,49,73,50,99,36,34,8,17,21,7,0,1,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Ridderspoor,0484::SB34,2402 KP,1001,580,3,0,0,0,0,516,67,0,0,0,0,0,0,583,131,52,69,66,52,82,46,21,5,13,39,1,2,0,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Speeltuinvereniging Kindervreugd,0484::SB35,2405 VK,1184,476,5,0,0,0,0,450,31,0,0,0,0,0,0,481,24,55,138,35,73,34,15,23,14,24,31,2,2,4,2
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool An Noer,0484::SB36,2401 XA,1657,650,2,2,0,0,1,582,71,0,0,0,0,0,0,654,122,104,70,77,63,84,25,28,15,22,34,0,2,4,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Westerhove,0484::SB37,2404 GB,1430,614,3,3,0,0,0,583,37,0,0,0,0,0,0,620,85,49,79,89,66,58,22,51,47,32,27,2,3,4,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonboulevard daVinci,0484::SB38,2408 BL,1530,807,5,1,0,0,0,740,74,0,0,0,1,0,1,814,169,68,80,118,63,131,51,54,12,20,31,4,0,4,2
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Meridiaan,0484::SB39,2408 JV,1503,686,2,2,0,0,0,605,85,0,0,0,0,0,0,690,167,75,48,88,57,109,41,43,8,17,32,0,0,0,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zwembad AquaRijn,0484::SB40,2403 RA,1134,510,3,0,1,0,0,465,49,0,0,0,1,0,0,514,67,52,87,64,75,57,24,28,2,24,22,6,0,2,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Spinnewiel,0484::SB41,2401 GH,1095,428,1,2,0,0,0,387,43,0,0,1,0,0,0,430,78,41,47,54,65,67,22,9,8,23,14,0,0,0,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Vianova,0484::SB42,2408 ST,1423,711,0,1,0,2,0,598,112,0,0,2,0,0,0,710,269,55,67,59,33,104,28,37,11,15,27,5,1,0,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Herv. Centr. De Regenboog,0484::SB43,2391 BJ,1781,989,2,2,0,0,0,878,115,0,0,0,0,0,0,993,234,50,67,240,63,103,32,65,94,13,15,1,7,4,1
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Prot. Gem. De Korenaar,0484::SB44,2391 CB,1336,742,1,0,0,0,0,644,99,0,0,0,0,0,0,743,150,49,62,210,38,78,26,66,30,12,11,4,3,3,0
Leiden,Alphen aan den Rijn,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Tweeklank,0484::SB45,2394 BL,1375,831,3,1,0,0,0,747,88,0,0,0,0,0,0,835,158,96,86,153,86,113,45,19,6,36,27,3,2,0,1
