contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis Alblasserdam,0482::SB1,2950 AA,1479,895,2,2,0,0,2,774,122,0,0,1,0,0,0,898,170,75,113,120,40,67,12,90,164,24,14,0,1,0,0,5
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Openbare Bibliotheek,0482::SB2,2951 CB,1133,701,3,2,0,0,0,617,89,0,0,0,0,0,0,706,67,64,98,102,65,46,5,66,150,20,14,2,0,1,0,1
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau P.C.B.S. De Schalm,0482::SB3,2951 GL,1342,667,4,2,0,0,0,565,108,0,0,0,0,0,0,673,58,42,57,71,43,41,17,108,197,15,13,2,0,1,1,1
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau de Alblashof,0482::SB4,2951 XR,1425,964,2,1,0,0,0,851,116,0,0,0,0,0,0,967,77,73,101,129,87,34,11,96,294,31,20,2,1,3,0,5
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sportcentrum Blokweer,0482::SB5,2951 HL,1544,731,1,1,0,0,0,654,79,0,0,0,0,0,0,733,87,61,100,91,63,59,19,81,115,26,22,3,0,1,0,3
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau P.C.O. De Loopplank,0482::SB6,2951 CS,1430,758,0,1,0,0,0,684,72,0,0,3,0,0,0,756,76,70,92,92,92,59,7,74,138,38,16,1,1,0,0,2
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau PCBS De Boeg,0482::SB7,2951 BS,1397,582,0,0,0,0,0,500,82,0,0,0,0,0,0,582,28,72,78,60,53,46,4,67,137,25,8,4,0,0,0,0
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau O.B.S. 't Nokkenwiel,0482::SB8,2953 BA,1351,749,0,1,0,0,0,651,99,0,0,0,0,0,0,750,118,99,109,82,64,66,12,59,91,20,17,8,2,1,0,1
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau MFC Maasplein,0482::SB9,2953 CH,1274,619,2,2,0,0,0,538,85,0,0,0,0,0,0,623,37,56,85,77,57,35,9,78,146,18,15,1,2,0,1,2
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau School met de Bijbel ""Het Kompas""",0482::SB10,2953 XM,995,591,1,5,0,0,0,499,98,0,0,0,0,0,0,597,53,36,62,56,48,27,11,97,165,15,14,2,1,0,0,4
Dordrecht,Alblasserdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Sportpark Molenzicht, CKC Kinderdij",0482::SB11,,1302,467,0,3,0,0,0,400,70,0,0,0,0,0,0,470,51,61,52,74,39,29,6,46,83,9,14,1,0,1,0,1
