contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis Opheusden,1740::SB1,4043 KM,1171,802,1,1,0,0,7,634,163,0,0,0,0,0,0,804,52,38,47,76,18,24,12,18,497,7,6,0,1,0,2,1,2,1
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkgebouw Opheusden,1740::SB2,4043 NM,1580,947,1,0,0,1,0,765,184,0,0,0,1,0,0,949,17,41,40,92,33,20,1,14,657,8,14,1,0,1,3,1,4,0
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gebouw Eltheto Opheusden,1740::SB3,4043 KV,1490,807,0,3,0,0,0,650,160,0,0,0,0,0,0,810,41,38,37,62,15,27,4,23,551,6,1,1,0,0,1,0,0,0
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum 't Anker Kesteren,1740::SB4,4041 CA,2043,1148,2,3,0,1,0,964,190,0,0,0,1,0,0,1154,124,60,114,84,47,43,7,45,587,12,14,0,0,0,4,0,6,1
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ons Dorpshuis Kesteren,1740::SB16,4041 XE,1793,1103,0,0,0,0,0,963,140,0,0,0,0,0,0,1103,124,69,105,78,54,61,14,58,477,15,25,0,0,0,9,2,10,2
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool Rehoboth Ochten,1740::SB17,4051 GS,1878,1044,2,3,0,1,0,908,142,0,0,0,1,0,0,1050,137,81,121,148,52,51,6,84,286,20,27,0,0,1,21,3,5,1
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum Elim Ochten,1740::SB18,4051 AK,1701,1069,0,0,0,0,0,901,168,0,0,0,0,0,0,1069,140,123,141,139,51,40,11,88,295,12,13,1,2,3,3,1,5,1
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Ons Tehuis IJzendoorn,1740::SB19,4053 JN,798,481,1,1,0,0,0,410,73,0,0,0,0,0,0,483,61,43,31,87,28,28,5,14,146,11,7,1,2,0,1,4,11,1
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Hoge Hof Echteld,1740::SB20,4054 MX,845,446,1,1,0,0,0,389,59,0,0,0,0,0,0,448,77,34,67,58,40,36,8,13,67,11,6,5,2,1,3,1,15,2
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Nannenberghuis Dodewaard,1740::SB21,6669 CJ,1654,829,5,4,0,0,2,736,99,0,0,1,0,1,0,837,65,103,101,132,66,58,15,56,168,14,35,1,0,0,6,1,6,2
Nijmegen,Neder-Betuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Steegakker Dodewaard,1740::SB22,6669 CZ,1651,923,5,3,0,0,0,812,119,0,0,0,0,0,0,931,123,75,128,151,50,83,19,56,175,25,21,1,0,2,4,3,3,4
