contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau oude stadhuis,0307::SB1,,1004,860,8,0,0,0,0,772,96,0,0,0,0,0,0,868,110,113,51,202,49,107,109,50,3,13,46,3,1,2,1
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ichthuskerk,0307::SB2,,1148,464,1,4,0,0,0,409,60,0,0,0,0,0,0,469,65,47,64,106,22,41,50,24,5,6,30,2,2,0,0
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau de Gerfkamer,0307::SB3,,1211,666,3,0,0,0,0,617,55,0,3,0,3,0,0,672,118,86,36,155,11,84,73,26,4,15,51,1,0,5,1
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Armen de Poth,0307::SB4,,1267,612,5,4,0,0,0,574,47,0,0,0,0,0,0,621,83,65,32,114,48,69,93,35,6,12,51,0,1,0,3
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau schoolgebouw de Vlindervallei,0307::SB5,,1344,729,1,4,0,2,1,654,81,0,0,2,0,0,0,736,78,95,41,161,57,56,105,42,18,14,52,0,7,0,3
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Adventkerk,0307::SB6,,1516,466,0,2,0,0,0,403,65,0,0,0,0,0,0,468,46,66,34,101,45,25,67,37,3,11,26,0,3,2,0
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Schaapskooi,0307::SB7,,1382,407,1,0,0,0,0,369,39,0,0,0,0,0,0,408,34,52,30,78,46,29,64,30,12,9,19,1,0,0,3
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau schoolgebouw de Tinne,0307::SB8,,1160,514,2,1,0,0,0,457,60,0,0,0,0,0,0,517,53,48,48,118,55,28,64,53,13,14,15,0,2,0,3
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau de Bron I,0307::SB9,,1305,489,4,2,0,0,0,458,37,0,0,0,0,0,0,495,43,38,60,69,59,23,66,70,15,16,28,0,0,2,0
,Amersfoort,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau de Bron II,0307::SB10,,1257,565,1,0,0,0,0,524,42,0,0,0,0,0,0,566,53,53,43,102,70,31,74,58,15,25,35,0,3,2,1
