contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,1911::SB1,1761 VM,3218,1379,2,6,0,0,0,1256,129,0,0,2,0,2,0,1385,310,133,177,138,134,187,30,37,92,42,36,9,2,29,23
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Café De Brug,1911::SB3,1761 JR,793,392,1,4,0,0,0,353,44,0,0,0,0,0,0,397,118,29,54,33,42,38,15,12,21,7,10,1,0,9,3
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Café Wapen van Holland,1911::SB4,1761 EB,1532,802,2,1,0,0,0,725,80,0,0,0,0,0,0,805,231,58,103,96,51,143,22,13,27,20,8,3,1,19,7
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zwembad Den Krieck,1911::SB5,1764 HD,2493,1194,4,5,2,0,0,1090,111,0,0,2,0,0,0,1201,347,90,115,94,40,309,16,24,62,29,37,9,1,14,7
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Keijzershoff,1911::SB6,1761 BR,1249,773,0,3,0,0,0,705,71,0,0,0,0,0,0,776,99,76,135,78,101,85,9,15,94,31,25,2,0,21,2
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Molenweid,1911::SB8,1766 JT,1846,815,1,1,0,0,0,735,82,0,0,0,0,0,0,817,179,82,142,60,86,91,25,30,35,34,21,5,0,22,3
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Amerikaanse schoolbus,1911::SB10,1761 VM,0,223,1,1,0,0,1,198,26,0,0,0,0,0,0,225,59,24,19,17,19,36,14,6,21,6,0,0,0,2,0
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Noorderlicht,1911::SB11,1777 BA,2720,1220,3,4,1,0,0,1115,111,0,0,1,0,0,0,1226,212,97,135,93,97,101,30,30,269,25,21,3,0,82,25
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Ankerkerk,1911::SB12,1777 EC,1375,594,3,2,0,0,0,549,50,0,0,0,0,0,0,599,71,35,98,36,57,28,22,22,146,11,9,3,0,47,9
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool  De Dentele,1911::SB13,1778 KZ,756,397,1,1,0,0,0,356,43,0,0,0,0,0,0,399,77,29,51,26,26,28,11,10,75,11,6,6,0,39,2
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Kapellehof,1911::SB14,1779 BJ,1959,758,1,1,0,0,2,679,79,0,0,0,0,0,0,760,95,58,110,42,68,42,19,19,217,19,9,5,0,44,11
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Lelypark,1911::SB21,1771 CA,1512,904,3,5,0,0,1,836,75,0,0,0,0,0,0,912,146,73,104,64,70,149,19,24,106,38,82,4,1,19,5
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau rsg Wiringherlant,1911::SB23,1771 AB,2946,1196,2,4,0,4,0,1088,118,0,0,0,4,0,0,1206,280,94,157,81,95,156,19,32,156,35,60,3,0,21,7
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Ver.geb. De Schakel,1911::SB24,1774 AJ,1609,735,2,2,0,1,2,671,65,0,0,1,0,0,0,738,159,43,89,67,47,158,13,9,52,17,46,4,1,27,3
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau MFC De Doorbraak,1911::SB25,1773 AK,894,341,1,0,0,0,0,304,38,0,0,0,0,0,0,342,72,9,95,10,13,63,5,4,25,8,27,2,0,7,1
Den Helder,Hollands Kroon,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Meerbaak,1911::SB26,1775 BH,2914,1388,3,2,0,0,1,1261,131,0,0,0,0,0,0,1393,338,77,177,88,90,295,32,25,102,34,74,14,0,35,7
