contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Paleis Raadhuis,0855::SB1,,3507,1301,20,2,0,4,4,1186,129,0,0,4,0,0,0,1319,240,105,107,180,148,253,130,25,75,3,0,25,3,6,1
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Omgevingsdienst MWB,0855::SB2,,3373,679,2,1,0,0,0,641,41,0,0,0,0,0,0,682,87,82,47,106,92,135,66,16,21,1,0,18,3,4,1
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkcentrum in de Boomtak,0855::SB3,,4341,1815,6,0,0,0,0,1693,128,0,0,0,0,0,0,1821,231,194,166,307,222,294,201,57,88,4,1,34,8,6,2
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Huize Mater Misericordiae,0855::SB5,,4094,1161,4,4,0,1,0,1077,93,0,0,0,1,0,0,1170,132,232,98,163,87,205,110,25,62,4,0,27,2,14,0
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Buurtcentrum de Spil,0855::SB6,,5072,1321,8,2,0,0,0,1189,141,0,0,1,0,0,0,1330,156,98,175,235,162,230,108,34,75,1,1,36,3,5,2
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Regionaal Archief Tilburg,0855::SB7,,3149,1216,4,1,0,1,0,1107,113,0,0,1,0,0,0,1220,195,116,101,205,136,213,133,31,62,1,1,15,4,3,0
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Armhoefse Akker,0855::SB8,,2596,1276,1,5,0,0,0,1163,119,0,0,0,0,0,0,1282,178,127,101,141,186,262,158,33,59,1,1,20,3,6,0
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Verzorgingshuis Koningsvoorde,0855::SB11,,3992,1088,1,2,0,0,0,1021,70,0,0,0,0,0,0,1091,100,122,194,242,86,130,71,46,45,2,2,28,4,12,4
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkcentrum De Nieuwe Stede,0855::SB12,,3205,1047,3,2,0,6,0,994,53,0,0,5,0,0,0,1047,67,79,157,204,101,145,124,20,90,2,1,38,8,11,0
Tilburg,Tilburg,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Seniorencomplex President Mandelahof,0855::SB13,,2537,777,1,8,0,0,1,721,64,0,0,0,0,0,0,786,60,45,153,167,70,119,64,30,40,1,1,14,1,11,1
