contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Stadhuis, Merretkamer",0935::SB1,6211 CL,3140,922,5,1,0,0,0,849,79,0,0,0,0,0,0,928,73,92,128,120,116,80,217,19,62,7,5,3
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Centre Ceramique,0935::SB2,6221 KV,0,947,7,1,5,0,0,883,77,0,0,0,5,0,0,960,54,177,165,96,99,78,198,32,32,7,6,3
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Stadhuis, Merretkamer",0935::SB3,6211 CL,80,870,3,3,0,0,2,806,68,0,0,0,0,0,0,876,56,79,152,111,101,84,204,13,53,7,10,0
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Muziekschool Kumulus,0935::SB4,6221 BA,1899,712,4,4,0,0,1,648,71,0,0,0,0,0,0,720,65,72,92,98,114,73,116,13,48,11,9,1
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Klooster Zusters onder de Bogen,0935::SB5,6211 NX,1091,493,3,0,0,0,0,443,53,0,0,0,0,0,0,496,24,166,85,51,28,29,87,6,10,4,3,0
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Lètterdoes,0935::SB6,6224 BE,1460,459,2,2,0,0,0,426,37,0,0,0,0,0,0,463,118,36,25,44,101,31,43,16,25,12,7,1
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kumulus West,0935::SB7,6211 RB,1572,518,2,2,0,0,0,490,32,0,0,0,0,0,0,522,55,53,42,83,71,56,107,7,41,1,2,0
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Envida locatie Koepelhof,0935::SB8,6224 LW,1509,692,3,0,0,0,0,635,60,0,0,0,0,0,0,695,76,117,90,90,79,59,92,36,34,10,6,3
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Envida locatie Klevarie,0935::SB9,6211 LX,1135,496,0,2,0,0,0,462,36,0,0,0,0,0,0,498,59,87,81,42,44,46,99,18,19,0,0,1
Maastricht,Maastricht,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Centre Ceramique,0935::SB10,6221 KV,3237,967,6,1,7,0,0,894,73,0,0,7,0,0,0,967,81,161,187,113,91,58,197,26,40,9,2,2
