contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Schakel,0236::SB1,4151 EG,456,263,2,0,0,0,0,241,24,0,0,0,0,0,0,265,39,11,59,47,10,16,14,8,24,14,5,0,0,0,2,0,13,1
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Lingehof,0236::SB2,4153 CE,1190,716,2,1,0,1,1,641,79,0,0,0,2,0,0,721,125,40,132,114,46,74,16,13,8,14,21,1,1,0,4,0,107,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Brandweerkazerne,0236::SB3,4153 AS,1520,618,0,0,0,1,0,540,77,0,0,1,0,0,0,617,173,26,120,103,18,43,10,13,22,6,15,0,0,1,2,0,64,2
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Albertine,0236::SB4,4156 AJ,686,401,1,1,0,0,0,355,48,0,0,0,0,0,0,403,93,29,52,41,15,24,8,15,21,13,9,3,1,1,1,0,73,2
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ons Eigen Gebouw,0236::SB5,4197 HD,803,449,1,1,0,0,2,404,45,0,0,0,0,0,0,451,75,33,82,50,22,48,14,16,52,14,6,0,2,0,4,0,31,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau 't Duifhuis,0236::SB6,4158 CK,863,582,3,4,0,0,0,531,58,0,0,0,0,0,0,589,134,52,52,75,33,47,12,12,65,17,18,0,0,0,0,0,62,3
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kerkesteijn,0236::SB7,4158 CD,720,361,1,0,0,0,0,325,37,0,0,0,0,0,0,362,82,40,47,36,11,44,21,3,34,11,5,0,2,0,1,0,24,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Dorpskamer,0236::SB8,4157 GN,441,256,0,0,0,0,0,230,26,0,0,0,0,0,0,256,74,13,38,20,22,17,10,7,17,6,7,0,0,0,1,0,24,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,0236::SB9,4191 KH,875,951,4,3,0,0,1,864,93,0,0,0,0,0,0,958,193,70,116,72,38,109,54,38,166,29,19,0,2,0,4,6,35,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ravestein,0236::SB10,4191 TS,1338,527,1,1,0,0,3,455,71,0,0,0,0,0,0,529,104,35,86,51,20,40,15,21,108,9,11,0,0,0,2,0,25,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De sleutel,0236::SB11,4191 XT,1145,450,1,0,0,0,0,407,44,0,0,0,0,0,0,451,57,50,37,82,40,30,12,7,62,24,15,1,1,0,1,0,28,3
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Den Dries,0236::SB12,4191 ZR,1156,646,1,3,0,0,0,564,86,0,0,0,0,0,0,650,94,47,70,94,30,40,19,15,180,17,17,0,0,0,1,3,18,1
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Morgenster,0236::SB13,4191 DN,1302,648,1,2,0,0,1,554,96,0,0,0,0,0,0,651,88,51,65,84,63,65,19,22,123,7,31,0,0,0,3,1,26,0
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Rode Kruis,0236::SB14,4191 GM,1264,750,3,2,0,0,0,667,88,0,0,0,0,0,0,755,93,64,88,107,64,62,33,31,129,11,20,2,0,1,4,1,38,2
Nijmegen,Geldermalsen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gebouw bij Gereformeerde Kerk,0236::SB15,4191 EK,884,505,0,1,0,1,0,470,35,0,0,1,0,0,0,505,68,34,85,69,37,45,12,17,94,9,19,0,1,0,2,0,13,0
