contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis,0168::SB1,,1694,965,3,5,0,0,1,876,96,0,0,0,0,0,0,973,255,82,146,142,112,84,9,23,1,32,67,12
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau KBS De Verrekijker,0168::SB2,,1677,814,1,2,0,0,0,741,76,0,0,0,0,0,0,817,180,74,111,81,127,99,3,28,6,22,70,13
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau RK school De Wegwijzer,0168::SB3,,1719,765,2,2,0,0,0,686,83,0,0,0,0,0,0,769,193,54,84,139,93,63,5,17,1,26,65,25
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Muchte,0168::SB4,,1665,736,0,0,0,0,0,666,70,0,0,0,0,0,0,736,184,75,106,71,85,86,2,24,2,26,64,11
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Maartens-Stede,0168::SB5,,1721,593,1,0,0,0,0,534,60,0,0,0,0,0,0,594,216,41,57,79,47,50,7,19,1,22,43,11
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Schuttersput,0168::SB6,,1576,759,3,1,0,0,0,696,67,0,0,0,0,0,0,763,183,46,87,104,111,101,12,16,2,24,60,13
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Driehoek,0168::SB7,,1484,664,2,2,0,0,0,591,77,0,0,0,0,0,0,668,196,40,48,125,78,37,5,13,1,27,71,23
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Tiekerhook,0168::SB8,,1688,591,1,3,0,0,0,533,62,0,0,0,0,0,0,595,86,45,37,151,102,41,6,11,2,22,74,14
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis De Glaan,0168::SB9,,385,192,1,0,0,0,0,168,25,0,0,0,0,0,0,193,69,12,19,29,15,18,2,3,0,9,12,4
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Vereeniging,0168::SB10,,1300,616,0,1,0,0,0,560,57,0,0,0,0,0,0,617,302,31,105,48,30,46,3,14,0,15,14,8
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Erve Boerrigter,0168::SB11,,1441,729,1,0,0,0,2,639,89,0,0,0,0,0,0,730,266,41,153,96,32,61,7,23,2,26,8,14
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cafe 't Sterrebos,0168::SB12,,699,415,2,0,0,0,0,366,51,0,0,0,0,0,0,417,246,8,62,37,16,19,7,10,1,2,5,2
,Losser,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De LosserHof,0168::SB13,,556,153,0,1,0,0,0,136,18,0,0,0,0,0,0,154,78,2,10,12,17,14,1,4,2,2,3,8
