contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis Groesbeek,0241::SB1,6562 AH,1101,704,1,2,0,0,5,632,69,0,0,0,0,0,0,706,99,67,152,64,131,77,33,3,5,28,23,1,0,3,6,2,5,5
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Meent,0241::SB2,6562 CZ,1083,568,1,3,0,0,0,524,48,0,0,0,0,0,0,572,57,51,113,76,122,68,32,4,1,19,16,1,0,0,1,1,1,5
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportzaal Biga,0241::SB3,6561 AR,1064,429,3,1,0,0,0,387,46,0,0,0,0,0,0,433,56,38,98,84,79,28,17,0,1,12,8,0,0,1,2,2,0,3
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cultureel Centrum De Mallemolen,0241::SB5,6562 AT,943,413,0,3,0,0,0,364,52,0,0,0,0,0,0,416,44,33,73,68,86,39,17,3,1,17,20,2,0,1,0,2,1,6
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sporthal Heuvelland,0241::SB6,6562 AV,1345,570,2,2,0,0,0,509,65,0,0,0,0,0,0,574,98,53,73,88,122,45,20,3,0,23,20,1,2,1,2,7,3,9
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Clubgebouw 'De Treffers',0241::SB7,6562 KW,1534,645,1,0,0,0,1,566,79,0,0,0,0,0,0,646,68,51,120,82,166,65,23,2,0,31,21,1,2,0,2,0,3,8
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis 'De Slenk',0241::SB8,6562 LK,1004,532,7,2,0,0,0,494,47,0,0,0,0,0,0,541,69,48,161,72,80,48,25,2,1,8,10,1,1,0,3,1,1,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Buurtcentrum 'De Korf',0241::SB9,6562 GA,966,400,2,0,0,0,0,352,50,0,0,0,0,0,0,402,34,36,82,103,70,16,15,1,1,12,14,0,1,1,3,0,3,8
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Vijverhof,0241::SB10,6523 MP,1059,623,3,0,0,0,0,578,48,0,0,0,0,0,0,626,86,59,88,42,75,115,94,6,0,30,15,1,0,2,3,4,0,3
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kerstendal,0241::SB11,6571 BM,966,547,1,1,0,0,0,494,55,0,0,0,0,0,0,549,134,38,77,38,55,86,72,5,2,23,11,0,0,0,1,3,1,1
