contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Buurthuis Het Oude Weeshuis,0268::SB1,6511 WT,1522,786,0,0,0,0,0,742,44,0,0,0,0,0,0,786,76,72,17,49,171,124,175,6,0,61,19,2,2,1,2,3,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadhuis,0268::SB2,6511 PP,2039,1112,8,5,0,0,0,1037,88,0,0,0,0,0,0,1125,120,155,41,53,212,195,211,11,1,67,25,1,1,1,6,4,3,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadswinkel,0268::SB3,6511 PS,2104,1328,7,1,0,3,2,1251,86,0,0,0,3,0,0,1339,194,135,54,48,171,351,229,0,18,73,18,3,3,0,8,6,6,11
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Activiteitencentrum Doddendaal,0268::SB4,6511 DM,1678,590,4,2,0,0,0,562,34,0,0,0,0,0,0,596,83,81,23,18,80,148,94,6,0,34,10,1,2,1,2,1,5,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kolpinghuis,0268::SB5,6511 ER,1624,731,7,3,0,0,2,706,34,1,0,0,1,0,0,742,119,86,47,29,62,189,124,7,1,32,8,2,4,1,7,4,2,7
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Villalux,0268::SB6,6511 NW,1551,450,4,1,0,0,0,432,23,0,0,0,0,0,0,455,78,55,17,14,40,135,79,2,0,17,4,0,2,1,1,2,2,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Burghardt,0268::SB7,6512 DR,2081,1025,8,3,0,0,0,977,59,0,0,0,0,0,0,1036,114,120,35,19,150,230,256,13,0,56,5,5,0,0,6,5,1,10
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cordium Centrum voor groei en ontwi,0268::SB8,6512 GB,2155,912,3,4,0,0,0,858,61,0,0,0,0,0,0,919,64,127,30,20,176,189,209,7,0,69,3,0,2,2,4,4,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Parochiehuis Antonius van Paduakerk,0268::SB9,6524 JL,1663,622,2,0,0,0,0,580,44,0,0,0,0,0,0,624,99,64,44,13,58,159,132,3,2,24,5,0,2,0,6,3,4,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dependance de Buut,0268::SB10,6524 NA,1397,741,4,0,0,0,2,685,58,0,0,0,0,0,0,745,83,80,48,20,88,197,160,15,0,31,12,1,0,0,2,3,0,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Oud Burgeren Gasthuis,0268::SB11,6524 PJ,1370,928,3,0,0,1,1,862,69,0,0,0,1,0,0,932,143,130,117,30,109,184,138,6,2,28,27,0,2,3,1,4,2,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau R.K. Basisschool Klein Heyendaal,0268::SB12,6524 NP,1338,765,4,2,0,0,0,719,56,0,0,0,4,0,0,775,113,109,75,19,60,204,119,13,0,33,6,3,0,1,3,1,3,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Karel de Grote College,0268::SB13,6524 AJ,1489,724,0,0,0,0,0,688,39,0,0,3,0,3,0,727,62,94,25,17,89,173,185,8,1,48,3,0,1,1,5,5,2,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Daalsehof,0268::SB14,6521 GT,1540,883,6,0,0,0,0,836,53,0,0,0,0,0,0,889,72,96,30,24,148,177,218,20,2,63,6,1,1,0,4,8,3,10
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Badhuis,0268::SB15,6523 CD,1671,713,2,3,0,0,0,674,44,0,0,0,0,0,0,718,44,113,42,23,123,138,164,9,1,35,4,1,2,1,0,8,4,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Badhuis,0268::SB16,6523 CD,0,872,3,0,0,0,0,801,75,0,1,0,1,0,0,876,58,103,22,26,138,215,225,8,1,49,7,0,3,0,2,9,2,4
