contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Agnietenkapel,0513::SB101,,2057,1566,10,2,0,1,0,1442,137,0,0,0,1,0,0,1579,215,218,143,104,178,283,160,72,40,39,101,2,1,8,2
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gymzaal Herpstraat,0513::SB102,,2390,951,4,2,0,0,0,878,80,0,1,0,1,0,0,958,162,134,75,50,84,206,80,39,25,15,69,4,6,2,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Gouwestein,0513::SB104,,1426,713,2,1,0,0,0,633,83,0,0,0,0,0,0,716,121,74,48,68,21,109,35,48,150,19,15,0,0,2,3
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jan Ligthartcentrum,0513::SB201,,2060,704,2,6,0,0,0,607,105,0,0,0,0,0,0,712,37,88,162,31,89,102,42,54,43,21,26,0,4,2,3
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau RK Basisschool de Goudakker,0513::SB204,,1873,786,2,2,0,0,0,698,92,0,0,0,0,0,0,790,52,74,173,65,96,63,45,76,58,40,34,2,2,4,2
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Kas,0513::SB206,,1616,778,1,1,0,0,0,697,83,0,0,0,0,0,0,780,66,75,208,38,96,70,37,58,56,27,31,4,4,5,3
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gymzaal Tesselschadestraat,0513::SB207,,1482,380,1,1,0,0,0,343,39,0,0,0,0,0,0,382,55,49,99,34,36,22,12,15,23,13,18,0,3,1,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Ronssehof,0513::SB301,,1917,1032,10,0,0,3,0,960,85,0,0,0,3,0,0,1045,150,102,121,170,85,126,34,95,64,46,28,5,2,3,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Revalidatiecentrum Ronssehof,0513::SB302,,1783,1058,3,6,0,9,0,924,134,0,0,9,0,0,0,1058,111,121,95,131,86,140,80,115,114,29,30,1,2,2,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Groenhovenbad,0513::SB303,,1958,1032,2,5,1,0,0,936,105,0,1,0,2,0,0,1041,177,112,100,130,46,172,58,73,67,35,48,6,5,2,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gymnastiekzaal Coniferensingel,0513::SB304,,1732,924,2,0,0,0,0,846,80,0,0,0,0,0,0,926,108,101,125,116,114,112,47,62,43,43,48,2,0,3,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Huis van de Stad,0513::SB305,,734,973,3,2,0,1,2,894,83,0,0,0,1,0,0,979,107,104,74,89,76,145,79,73,169,15,39,2,1,0,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum Prinsenhof,0513::SB403,,2057,995,2,0,0,0,0,903,94,0,0,0,0,0,0,997,117,101,128,135,77,143,55,89,66,41,28,8,3,3,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool het Vlot (Schateiland),0513::SB405,,1870,910,8,1,0,3,1,837,84,0,0,0,3,0,0,922,104,101,132,83,120,150,72,61,15,23,41,1,2,2,3
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool De Cirkel,0513::SB406,,1721,721,3,3,0,1,0,653,75,0,0,0,1,0,0,728,84,74,115,68,98,96,32,53,20,30,42,3,2,3,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gereformeerde kerk vrijgemaakt,0513::SB407,,1968,1232,4,5,0,1,0,1132,110,0,0,0,1,0,0,1242,131,140,137,158,129,170,75,107,59,56,56,4,2,6,2
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau GZV Watergras,0513::SB408,,1972,1196,1,1,0,0,0,1067,131,0,0,0,0,0,0,1198,233,144,132,154,67,188,69,90,37,36,42,1,2,1,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw De Bühne,0513::SB501,,1266,574,1,3,0,0,2,508,68,0,0,0,0,0,0,578,61,55,79,60,58,73,35,33,74,22,20,1,0,3,0
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Savelberg,0513::SB503,,2035,1069,9,3,0,0,0,955,126,0,0,0,0,0,0,1081,144,103,95,143,89,138,60,117,118,23,35,2,0,1,1
Leiden,Gouda,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Weth. H. Luidensschool,0513::SB504,,1806,1014,2,6,0,3,0,931,88,0,0,3,0,0,0,1019,124,110,127,119,91,147,62,78,65,38,44,3,2,4,0
