contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Skilhiem Stiens,0081::SB1,9051 BR,967,484,0,1,0,0,0,454,31,0,0,0,0,0,0,485,101,128,58,56,18,46,25,8,35,0,6,2,1,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau MFG De Skalm,0081::SB2,9051 BR,921,531,0,2,0,0,0,487,46,0,0,0,0,0,0,533,123,100,56,79,30,54,24,12,24,0,16,13,0,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Bining,0081::SB3,9056 PW,613,355,1,0,0,0,0,321,35,0,0,0,0,0,0,356,68,35,24,90,37,43,8,6,32,1,5,5,0,1
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ger. Kerk. Hijum,0081::SB4,9054 KN,461,248,0,0,0,0,0,222,26,0,0,0,0,0,0,248,37,51,16,65,11,23,14,5,12,0,7,7,0,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Lokaliteit Ger. Kerk,0081::SB5,9055 MG,793,490,1,2,0,0,0,458,35,0,0,0,0,0,0,493,90,116,34,54,39,52,35,20,24,0,10,10,1,5
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Hege Stins,0081::SB6,9051 ER,1056,692,1,0,0,0,0,657,36,0,0,0,0,0,0,693,147,161,50,58,56,68,73,19,29,6,17,8,0,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Sprankel,0081::SB7,9051 KE,781,486,1,1,0,0,0,458,30,0,0,0,0,0,0,488,93,92,49,51,27,55,37,12,33,4,20,13,0,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0081::SB8,9051 AR,831,552,0,2,0,0,0,523,31,0,0,0,0,0,0,554,101,91,80,88,40,60,18,12,41,3,8,9,0,1
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Talant,0081::SB9,9051 LP,1442,698,2,1,0,0,0,647,54,0,0,0,0,0,0,701,135,144,93,55,45,59,48,21,61,2,19,16,0,0
,Leeuwarderadeel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Us Gebou,0081::SB10,9071 XG,211,128,0,0,0,0,0,117,11,0,0,0,0,0,0,128,21,11,10,28,11,19,13,2,4,0,7,2,0,0
