contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadhuis,0556::SB1,3144 BA,1459,953,3,4,0,1,0,841,120,0,0,0,1,0,0,961,151,123,176,140,92,105,15,21,9,46,31,36,1,3,1,3
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maasdelta Maassluis,0556::SB2,3144 CX,2309,884,3,3,0,0,0,791,99,0,0,0,0,0,0,890,162,72,185,148,91,78,16,39,4,32,39,16,0,1,0,1
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS Het Spectrum,0556::SB3,3143 AA,1470,633,5,2,0,0,0,585,55,0,0,0,0,0,0,640,78,72,111,91,80,59,21,26,10,38,28,12,0,3,0,4
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Pr Christinaschool, loca. Startpunt",0556::SB4,3141 KS,1462,685,3,1,0,0,0,626,63,0,0,0,0,0,0,689,100,90,87,125,63,77,24,39,17,26,26,8,0,1,0,2
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Restaurant De Ridderhof,0556::SB5,3141 XN,1439,662,5,3,0,0,0,602,68,0,0,0,0,0,0,670,138,67,107,106,50,60,23,34,8,25,28,7,3,2,0,4
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum De Tweemaster,0556::SB6,3141 CJ,1342,542,7,3,0,0,0,506,46,0,0,0,0,0,0,552,92,53,74,119,57,37,14,45,8,19,18,3,0,0,0,3
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum De Vliet,0556::SB7,3141 AS,1636,820,6,2,0,0,0,757,71,0,0,0,0,0,0,828,95,87,115,165,125,73,19,39,8,37,29,23,0,3,1,1
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Montessorischool,0556::SB8,3142 NX,1482,671,2,1,0,0,0,623,52,0,0,0,1,0,0,675,66,87,131,125,94,54,15,23,12,33,15,9,1,3,0,3
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Lentiz | Kastanjecollege,0556::SB9,3142 AP,1507,701,0,0,0,0,0,626,75,0,0,0,0,0,0,701,130,64,112,131,75,57,12,30,11,32,22,12,0,10,1,2
Dordrecht,Maassluis,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum De Vloot,0556::SB10,3144 PC,1727,719,5,3,0,5,0,679,53,0,0,0,5,0,0,732,113,69,124,155,57,55,9,24,16,60,11,18,2,2,0,4
