contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeentehuis Ommen,0175::SB1,7731 EE,1006,606,1,2,0,0,0,528,81,0,0,0,0,0,0,609,178,44,43,37,46,46,126,6,10,16,39,15
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Jeugdgebouw ""de Schakel""",0175::SB2,8148 PD,1224,666,0,2,0,2,0,606,64,0,0,0,2,0,0,670,280,49,83,55,31,47,48,12,8,20,24,9
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Verenigingsgebouw ""de Garve""",0175::SB5,7685 PL,917,481,1,1,0,0,1,437,45,0,0,0,0,0,0,483,136,18,40,39,16,26,156,1,14,7,20,8
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Restaurant ""de Bootsman""",0175::SB6,7737 PE,695,349,1,1,0,0,1,309,41,0,0,0,0,0,0,351,156,20,41,29,15,18,22,7,10,6,21,4
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Verenigingsgebouw ""Irene""",0175::SB7,7738 PB,843,485,1,0,0,0,0,422,64,0,0,0,0,0,0,486,191,18,47,21,14,49,81,10,18,14,12,10
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau CC Carrousel,0175::SB14,7731 EH,948,571,1,1,0,0,0,514,59,0,0,0,0,0,0,573,124,35,51,46,46,49,121,14,10,15,45,15
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Auto Palace Ommen,0175::SB15,7731 ZL,1287,789,4,1,0,0,0,717,77,0,0,0,0,0,0,794,175,59,57,50,57,73,192,20,12,23,56,15
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Restaurant ""de Wildzang""",0175::SB16,7731 AX,743,529,2,1,0,0,0,497,35,0,0,0,0,0,0,532,135,46,134,27,15,61,41,15,9,7,29,10
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kerkelijk centrum ""de Kern""",0175::SB17,7731 CP,1039,557,0,1,0,0,0,507,51,0,0,0,0,0,0,558,188,31,61,53,34,34,63,7,14,10,50,12
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau ""Het Baken""",0175::SB18,7731 CK,889,448,5,1,0,0,0,416,38,0,0,0,0,0,0,454,177,22,36,28,25,18,97,4,8,11,17,5
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Restaurant ""de nieuwe Brug""",0175::SB19,7731 PR,771,369,0,0,0,0,0,325,44,0,0,0,0,0,0,369,120,26,85,29,16,34,19,7,5,6,17,5
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hervormd Centrum,0175::SB20,7731 GH,1114,462,1,1,0,0,0,426,38,0,0,0,0,0,0,464,146,31,52,49,30,33,70,10,10,10,13,8
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Sportzaal ""de Slaghen""",0175::SB21,7731 TJ,989,712,0,0,0,0,0,639,73,0,0,0,0,0,0,712,184,64,87,34,49,73,112,9,23,11,48,18
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau LARCOM,0175::SB22,7731 SM,940,415,1,0,0,0,0,374,42,0,0,0,0,0,0,416,95,27,72,26,17,36,92,10,10,6,17,7
,Ommen,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Mobiel Stembureau,0175::SB23,,0,164,0,0,0,0,0,138,26,0,0,0,0,0,0,164,105,8,11,7,3,8,3,3,2,1,12,1
