contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Aelsmeer,0358::SB1,1431 BZ,1737,1024,4,4,0,0,2,938,92,0,0,0,0,0,0,1032,338,81,105,113,46,156,21,28,10,29,89,1,1,2,4
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Solidoe De Dolfijn,0358::SB2,1431 RN,1628,927,2,2,0,0,0,825,106,0,0,0,0,0,0,931,352,55,87,107,37,147,25,25,11,22,46,3,2,6,2
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Meerlanden,0358::SB3,1431 VJ,1479,559,0,1,0,0,0,505,55,0,0,0,0,0,0,560,139,67,52,61,29,100,18,10,13,23,39,3,0,4,1
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum 't Baken,0358::SB4,1431 JA,1428,724,1,1,0,0,0,655,71,0,0,0,0,0,0,726,145,54,104,71,61,123,11,31,14,38,56,3,0,8,5
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Seringenhorst,0358::SB5,1431 EM,1473,532,4,1,0,0,1,486,50,0,0,0,0,0,0,537,143,43,54,58,23,104,10,20,11,22,37,2,0,4,1
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau NH Wijkcentrum 't Anker,0358::SB6,1432 AV,1485,706,2,3,0,0,0,629,82,0,0,0,0,0,0,711,202,42,89,83,25,124,14,21,7,21,66,6,0,5,1
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gezondheidscentrum Aalsmeer Oost,0358::SB7,1432 JZ,1529,662,1,3,0,0,0,611,55,0,0,0,0,0,0,666,144,50,106,68,53,107,13,21,20,38,34,3,1,3,1
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Buurthuis Hornmeer,0358::SB8,1431 WH,1369,961,2,1,0,0,0,876,88,0,0,0,0,0,0,964,196,116,112,106,55,181,17,25,12,40,79,6,1,8,7
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau p.c.b.s. De Graankorrel,0358::SB9,1433 AN,1442,803,2,0,0,0,0,727,78,0,0,0,0,0,0,805,172,82,125,63,53,141,25,21,7,32,60,8,1,8,5
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Kudelstaart,0358::SB10,1433 JZ,1718,628,2,2,0,0,0,586,45,0,0,1,0,1,0,631,113,68,92,66,57,121,12,17,17,26,32,1,0,4,2
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Clubgebouw VZOD,0358::SB11,1433 HM,1812,798,0,0,0,1,0,709,87,0,0,2,0,0,0,796,225,80,132,72,48,130,15,25,8,30,23,4,0,2,4
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gebouw De Mikado,0358::SB12,1432 JT,1636,1079,4,0,0,0,1,951,131,0,0,0,0,0,0,1083,363,86,146,172,52,103,38,20,6,31,44,6,0,6,6
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau o.b.s. De Zuidooster,0358::SB13,1432 JT,1737,790,2,0,0,0,0,700,92,0,0,0,0,0,0,792,272,44,92,130,44,78,21,22,5,25,31,6,1,8,11
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau r.k.b.s. Antonius,0358::SB14,1433 WB,1642,889,3,3,0,0,0,802,93,0,0,0,0,0,0,895,288,95,124,104,43,126,18,18,8,17,16,14,0,11,7
Haarlem,Aalsmeer,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis Aalsmeer,0358::SB15,1431 EH,386,369,0,0,0,0,0,342,27,0,0,0,0,0,0,369,104,34,36,43,24,68,11,8,4,9,16,5,0,3,4
