contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gemeentehuis,0037::SB1,9501 SZ,1230,754,1,3,0,0,0,677,81,0,0,0,0,0,0,758,120,62,116,142,28,67,69,13,12,11,51,43,0,6,10,2,1,0,1
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Parkwijkschool,0037::SB2,9503 CD,1260,558,3,1,0,0,0,508,54,0,0,0,0,0,0,562,76,48,113,71,41,53,60,12,14,14,18,23,0,3,1,5,2,0,4
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Wijklokaal Parkwijk,0037::SB3,9503 KA,923,293,1,0,0,0,0,260,34,0,0,0,0,0,0,294,24,13,98,34,7,46,28,1,6,5,9,12,0,4,1,2,0,0,3
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau ""De Rank"" Oosterkade 5",0037::SB4,9503 HN,565,228,2,2,0,1,0,210,23,0,0,0,1,0,0,233,19,11,47,41,11,27,41,3,3,2,11,7,0,2,3,0,0,0,0
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Hagenhofschool,0037::SB5,9501 WD,1132,587,1,2,0,0,0,542,48,0,0,0,0,0,0,590,72,36,119,71,39,73,72,16,9,9,25,31,1,0,6,0,0,3,5
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sporthal de Spont,0037::SB6,9501 DB,986,409,3,1,0,0,0,388,25,0,0,0,0,0,0,413,65,19,130,42,15,48,28,4,6,7,17,16,0,3,5,1,1,0,2
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau ""Maarsheerd""",0037::SB7,9501 AM,847,666,2,2,0,0,1,623,46,0,0,0,0,0,0,670,95,56,111,131,35,42,80,8,6,13,38,29,1,4,9,2,1,0,5
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gebouw Wijkraad Maarswold,0037::SB8,9501 PT,938,336,5,0,0,0,0,312,29,0,0,0,0,0,0,341,41,10,120,30,5,54,30,2,4,11,11,9,1,0,5,1,0,0,2
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Meester Neuteboomschool,0037::SB9,9502 CR,1339,891,2,4,0,0,0,829,68,0,0,0,0,0,0,897,98,35,230,97,56,94,104,19,15,12,48,52,2,8,10,1,0,2,8
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Pagedal, Hoveniersweg 1",0037::SB10,9502 BW,1334,549,1,2,0,0,0,501,51,0,0,0,0,0,0,552,73,85,75,58,57,45,72,8,12,9,34,12,0,3,4,0,2,0,0
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Chr. Gereformeerde Kerk,0037::SB11,9501 BZ,1506,792,1,1,0,0,0,726,68,0,0,0,0,0,0,794,94,55,116,117,54,72,155,17,13,9,26,51,0,1,5,5,0,0,2
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau OBS De Oleander,0037::SB12,9501 VX,1512,709,1,2,1,0,0,635,77,0,0,1,0,0,0,712,74,80,105,103,64,64,84,14,20,7,18,59,1,3,7,1,0,0,5
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gebouw Ons Huis,0037::SB13,9501 GA,1442,493,3,1,0,0,0,437,60,0,0,0,0,0,0,497,43,26,114,63,17,90,35,3,12,9,29,35,1,3,1,3,4,1,4
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Westerschool,0037::SB14,9501 XC,691,307,3,5,0,0,0,284,31,0,0,0,0,0,0,315,24,25,66,32,15,55,20,6,3,10,11,30,2,2,2,0,0,0,4
,Stadskanaal,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau ""De Stobbe""",0037::SB15,9581 GK,729,272,0,0,0,0,0,272,0,0,0,0,0,0,0,272,18,11,64,14,10,84,22,2,6,8,13,11,0,1,4,0,2,0,2
