_id,Gemeente,CBS gemeentecode,Stembureau of Afgiftepunt,Nummer stembureau of afgiftepunt,Naam stembureau of afgiftepunt,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Openingstijden 10-03-2021,Openingstijden 11-03-2021,Openingstijden 12-03-2021,Openingstijden 13-03-2021,Openingstijden 14-03-2021,Openingstijden 15-03-2021,Openingstijden 16-03-2021,Openingstijden 17-03-2021,Mindervaliden toegankelijk,Akoestiek,Auditieve hulpmiddelen,Visuele hulpmiddelen,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Tellocatie,Contactgegevens,Beschikbaarheid,Verkiezingen,ID,UUID
27063,Almere,GM0034,Stembureau,300.0,Stadhuis maandag 15 mrt,kantoorfunctie,,,,,,34200000035202,Stadhuisplein,1,,,1315HR,Almere,,143722.715265295,487105.004663816,5.221609974,52.37170648,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,,,Y,,,Blinden mal ,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,7ff818951a3a47f78abf494880ba75af
27064,Almere,GM0034,Stembureau,435.0,Gymzaal Luitstraat dinsdag 16 mrt,sportfunctie,,,,,,34200000043164,Luitstraat,5,,,1312LG,Almere,,141456.255793041,487038.179912267,5.1883324,52.3710547,,,,,,,2021-03-16T07:30:00 tot 2021-03-15T21:00:00,,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,c4484a20e76a4c6d960b49f9c078d41a
27065,Almere,GM0034,Stembureau,442.0,Sportzaal Basilicumweg dinsdag 16 mrt,sportfunctie,,,,,,34200000002228,Basilicumweg,200,,,1313EH,Almere,,142447.699798694,488159.719278916,5.2028485,52.3811581,,,,,,,2021-03-16T07:30:00 tot 2021-03-15T21:00:00,,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,da19019755c4425c9024510dea8b6dc3
27066,Almere,GM0034,Stembureau,9.0,Buurtcentrum Amerika,sportfunctie,,,,,,34200000081638,Henry Stanleystraat,1,,,1363LB,Almere,,138448.98055184,485146.026155737,5.14426798,52.353966572,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,201e8eaad214486894da17ac2622a621
27067,Almere,GM0034,Stembureau,1.0,Stadhuis,kantoorfunctie,,,,,,34200000035202,Stadhuisplein,1,,,1315HR,Almere,,143722.715265295,487105.004663816,5.221609974,52.37170648,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,Blinden mal ,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,0b40aa0838864b8c82f9c82bffa4eeaf
27068,Almere,GM0034,Stembureau,12.0,Buurtcentrum Meenten en Grienden,bijeenkomstfunctie,,,,,,34200000014126,Jaagmeent,189,,,1356AT,Almere,,144758.317769461,483212.996323528,5.236934987,52.336747055000004,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,daa89fd50b054f3981b047cd4f91b6da
27069,Almere,GM0034,Stembureau,33.0,School De Pirouette,onderwijsfunctie,,,,,,34200000044724,Iepenstraat,1,,,1326DB,Almere,,145593.359850873,487375.821178715,5.249070656,52.374175657,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,c413568d84b643e4ba82b3160d7b866f
27070,Almere,GM0034,Stembureau,34.0,Buurtcentrum De Wieken,bijeenkomstfunctie,,,,,,34200000031725,Wipmolenweg,54,,,1333GS,Almere,,147352.56854609,489944.26159302,5.27484565,52.39728687,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,d6cabe0a530a47c289ffd80f34d32d96
27071,Almere,GM0034,Stembureau,38.0,Taalcentrum Almere locatie Kruidenwijk,bijeenkomstfunctie,,,,,,34200000027846,Sesamstraat,1,,,1313GS,Almere,,142108.14767651,488080.977333111,5.197864536,52.380442542,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,96723c918f7e4f1cbe39d13afdacd55b
27072,Almere,GM0034,Stembureau,41.0,Buurtcentrum Parkwijk,bijeenkomstfunctie,,,,,,34200000059491,Haagbeukweg,42,,,1326CP,Almere,,145201.148733046,487482.281071717,5.243308067,52.375125616,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,5,Lelystad,,Team Verkiezingen 036-5458181,http://www.almere.nl/bestuur/verkiezingen,,NLODSGM0034stembureaus20210317008,1e23268b7659464c9a78bb78d953e154
