contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0147::SB1,,1896,726,0,0,192,111,94,45,62,10,80,3,0,0,19,2,3,105,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Casimirschool,0147::SB2,,1485,538,2,1,174,85,41,30,52,8,50,1,0,2,3,0,0,88,3,1,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Wiekslag,0147::SB3,,1845,525,0,0,135,101,36,48,63,16,51,2,0,0,8,3,0,60,2,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkgebouw De Letterbak,0147::SB4,,1312,477,3,0,101,77,56,31,62,8,61,2,0,0,3,7,0,69,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Oldhof,0147::SB5,,1578,549,1,0,148,82,48,56,45,11,57,0,0,1,15,0,1,83,1,0,1
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Brandweerkazerne,0147::SB6,,1345,466,0,0,123,65,75,27,30,3,46,0,0,0,11,2,1,82,1,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Dijkhuis,0147::SB7,,1531,582,2,2,220,82,73,32,24,6,72,6,0,0,7,0,1,59,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Iemnschelf,0147::SB8,,1421,498,0,2,119,81,47,50,46,11,59,1,1,0,8,2,0,73,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis Zenderen,0147::SB9,,1030,381,2,0,209,23,47,11,14,3,32,0,0,1,8,5,0,28,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Vonder,0147::SB10,,499,177,0,0,51,15,48,13,11,5,16,0,0,0,1,0,0,17,0,0,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau St Aegidiusschool,0147::SB11,,372,158,0,0,98,1,16,4,4,2,8,0,0,0,1,2,0,21,0,1,0
,Borne,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeenschapsruimte,0147::SB12,,1579,649,0,0,159,100,73,60,53,12,107,0,0,2,15,2,2,60,3,0,1
