contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Agnietenkapel,0513::SB101,,1923,1194,2,2,79,175,103,187,99,66,224,20,0,2,53,7,7,162,5,1,4
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dependance basisch St. Aloysius,0513::SB102,,2203,827,1,0,70,109,76,120,75,45,166,5,0,1,37,5,2,106,5,0,5
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Huize Winterdijk,0513::SB104,,1032,435,3,0,63,48,37,39,19,105,62,3,0,0,13,0,1,43,1,0,1
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum Jan Ligthart,0513::SB201,,2052,541,1,5,41,95,20,52,50,53,33,3,1,0,32,2,5,144,6,1,3
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Korte Akkeren,0513::SB204,,1747,603,0,0,71,91,24,50,55,82,38,3,1,0,31,2,3,147,5,0,0
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Kas,0513::SB206,,1696,528,1,2,45,74,30,32,42,81,31,0,2,0,29,1,1,159,0,1,0
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis Margriet,0513::SB207,,1558,331,0,3,29,39,18,21,32,35,16,0,0,0,10,2,0,123,0,0,6
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Ronssehof,0513::SB301,,1884,820,6,0,178,73,108,63,41,125,77,5,0,0,13,2,2,129,2,0,2
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verpleeghuis Bloemendaal,0513::SB302,,1870,994,4,1,192,126,100,97,54,150,112,3,0,1,25,3,2,123,3,0,3
,Gouda,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau GGZ Midden-Holland,0513::SB303,,1919,928,2,0,137,95,125,86,43,79,155,5,0,1,29,8,2,158,3,0,2
