contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Raadzaal,0777::SB1,,1059,612,0,2,192,77,93,29,28,11,39,1,1,1,16,0,0,118,4,0,2
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Nobelaer,0777::SB2,,754,294,0,1,89,37,30,14,16,3,26,2,0,0,9,2,0,65,1,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Avoord Zorg en Wonen, locatie Anbarg",0777::SB3,,964,329,0,1,99,42,36,22,22,2,22,0,0,0,8,1,0,72,2,0,1
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Woonstichting Etten-Leur,0777::SB4,,1042,305,1,1,67,32,58,19,16,6,34,2,0,0,11,2,1,57,0,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeenschapscentrum De Baai,0777::SB5,,1068,246,1,0,34,42,21,19,31,5,17,0,0,2,9,1,3,60,1,0,1
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Hasselbraam,0777::SB6,,1073,281,0,1,42,46,21,16,29,8,20,1,0,0,15,1,0,74,1,1,6
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dep. basisschool De Hasselbraam,0777::SB7,,974,338,2,1,52,37,56,35,27,8,36,5,0,2,18,2,2,57,1,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Turfschip,0777::SB8,,863,269,1,0,75,21,62,9,12,4,25,0,0,0,4,0,0,53,0,0,4
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau 4 Heemskinderen,0777::SB9,,1120,303,0,0,67,29,35,16,39,4,17,0,2,1,12,3,0,77,1,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkgebouw Ut Praotuis,0777::SB10,,1342,461,0,2,116,53,68,28,33,4,60,1,1,0,7,3,1,85,1,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Scholengemeenschap,0777::SB11,,1560,494,1,1,129,49,96,34,18,11,53,4,0,0,17,2,1,79,1,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kloosterhof (Santa Clara),0777::SB12,,1430,434,2,1,205,31,50,15,16,3,25,1,0,2,11,2,0,70,3,0,0
,Etten-Leur,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stichting Instuif het Zorgenkind,0777::SB13,,737,182,1,1,53,22,28,5,17,2,19,3,0,0,4,0,0,29,0,0,0
