contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk Gemeentehuis,1783::SB1,,1539,660,0,3,230,41,96,29,19,30,39,6,1,0,24,2,1,138,3,0,1
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk De Kandelaar,1783::SB2,,2158,784,1,0,312,51,98,17,22,30,54,2,0,1,11,4,0,175,2,0,5
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk De Ouverture,1783::SB3,,1136,393,0,0,140,23,62,9,12,21,30,3,1,0,9,4,0,73,1,1,4
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk De Naaldhorst,1783::SB4,,1636,581,0,0,175,35,62,21,16,37,43,1,2,3,17,4,0,159,3,2,1
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk De Rozenhof,1783::SB5,,1758,697,0,3,247,40,118,19,30,37,45,2,0,0,15,2,0,139,3,0,0
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk Gym.lokaal Wollegras,1783::SB6,,1816,741,1,1,221,80,98,32,28,31,75,2,0,0,14,3,1,153,1,0,2
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk De Binnenhof,1783::SB7,,2002,750,3,1,254,27,138,30,32,27,36,0,2,0,13,5,0,175,5,1,5
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Naaldwijk Het Palet,1783::SB8,,1819,731,0,1,224,44,115,29,17,30,56,1,1,0,22,2,0,189,0,0,1
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Honselersdijk De Hunselaer,1783::SB11,,2211,715,1,1,218,49,76,31,29,36,52,1,3,1,13,7,0,196,0,0,3
,Westland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Honselersdijk Rehoboth,1783::SB12,,1922,717,0,2,286,30,94,23,22,17,39,3,0,1,10,5,2,178,4,1,2
