contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum M.M.P.,1509::SB1,,1816,564,1,2,200,71,59,30,50,10,31,2,0,1,22,0,2,86,0,0,0
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportzaal Prinsenhof,1509::SB2,,1697,580,0,0,216,83,49,29,46,10,30,4,0,0,15,2,0,93,0,1,2
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Smeltkroes,1509::SB3,,2274,705,1,2,236,110,46,48,76,4,45,3,1,0,11,6,0,117,1,0,1
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau R.K. Basisschool Mariaschool,1509::SB4,,2004,583,0,1,176,105,56,31,40,0,69,1,0,0,8,6,3,87,1,0,0
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Clubgebouw van de 'De Eendracht',1509::SB5,,1960,500,0,0,155,78,33,23,40,6,43,3,1,1,18,2,0,94,0,0,3
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau R.K. Basisschool De Dobbelsteen,1509::SB6,,2112,550,0,1,165,97,31,30,71,1,30,1,0,0,17,2,2,99,0,0,4
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gildegebouw te Netterden,1509::SB7,,345,150,0,0,64,8,15,8,1,0,9,0,0,0,7,3,0,34,0,0,1
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Glazeren Kast,1509::SB8,,1437,483,2,0,225,29,45,26,31,8,19,4,0,1,13,0,1,81,0,0,0
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Clubgebouw G.W.V.V.,1509::SB9,,594,220,0,0,114,11,16,18,14,1,11,1,0,0,3,2,0,29,0,0,0
,Oude IJsselstreek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Café-Restaurant Koenders,1509::SB10,,813,338,0,0,235,12,13,8,8,4,18,1,0,0,5,2,3,29,0,0,0
