contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentekantoor,0333::SB1,,1535,787,0,1,137,92,128,72,31,30,132,9,0,0,20,1,1,129,4,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Woonzorgcentrum Maria Dommer,0333::SB2,,1392,506,0,0,126,88,27,25,23,30,49,1,0,0,18,3,2,109,3,0,2
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Palet(Troelstrastr.),0333::SB3,,1457,569,1,5,141,70,63,30,34,36,49,1,0,1,23,3,0,114,1,1,2
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Merenhoef,0333::SB4,,1378,617,0,1,148,61,81,36,23,35,59,3,0,0,25,2,0,139,1,0,4
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Palet(Buitenweg),0333::SB5,,1221,603,0,1,100,59,110,56,19,15,124,1,1,2,15,5,2,92,1,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Grand Restaurant Belle,0333::SB6,,465,278,0,0,38,36,49,25,4,3,55,1,0,0,11,0,1,52,3,0,0
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Palet(Ds Ulferslaan),0333::SB7,,1398,599,0,2,130,43,64,70,20,34,64,2,0,0,28,1,2,141,0,0,0
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerkcentrum Open Hof,0333::SB8,,1328,742,0,1,158,64,126,50,22,33,133,5,0,1,18,1,0,125,5,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Palet(ingang Bolens),0333::SB9,,1551,698,1,1,93,70,148,70,26,21,140,4,1,2,23,4,2,89,1,0,4
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau R.K.Basisschool ""De Wilde Wingerd""",0333::SB10,,1326,452,0,4,63,63,31,33,58,21,52,4,0,0,20,4,1,102,0,0,0
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Scouting clubgebouw De Shelter,0333::SB11,,1358,539,3,5,62,61,71,47,45,19,73,3,0,4,25,3,2,116,2,0,6
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Tweesprong,0333::SB12,,1703,692,3,1,89,67,111,66,47,19,113,8,0,0,34,1,2,128,3,0,4
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Daltonschool Maarssen(Duivenkamp),0333::SB13,,1756,532,2,1,76,90,45,52,47,8,46,1,0,0,17,4,2,143,1,0,0
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau RK Verrijzenis Parochie,0333::SB14,,1785,710,4,2,74,89,95,69,52,26,96,2,1,3,34,6,1,159,2,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Werkspecht,0333::SB15,,1302,394,0,0,46,59,49,34,22,4,33,1,1,3,19,2,0,120,0,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Valkenier,0333::SB16,,1639,604,3,0,80,70,106,56,36,18,79,0,0,1,14,3,0,129,6,3,3
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ing.Gymzaal nst Schuurtje,0333::SB17,,1860,431,1,1,54,48,61,39,30,26,28,1,0,2,25,1,0,111,0,0,5
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Willem van Hoornhof,0333::SB18,,1569,478,2,0,51,60,38,49,35,12,49,4,1,1,31,2,1,143,0,1,0
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Kameleon (Kamelenspoor),0333::SB19,,1411,382,0,1,42,53,47,20,31,14,41,1,0,0,26,3,0,100,3,0,1
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportcomplex Bisonsport,0333::SB20,,1755,515,0,5,79,91,51,44,29,12,48,11,2,1,14,3,3,122,2,0,3
,Maarssen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Prot.Christ. Basisschool Het Kompas,0333::SB21,,1214,570,0,0,79,68,85,57,31,19,106,0,0,0,15,1,0,104,2,0,3
