contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau het Gemeentehuis,0355::SB1,,2039,1269,0,0,201,114,232,141,43,87,238,7,1,0,43,6,3,142,2,0,9
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau gebouw ""de Ark""",0355::SB2,,1731,798,2,0,94,85,80,115,58,84,88,5,0,3,27,1,1,151,3,0,3
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau gebouw Zeister Mannenkoor,0355::SB3,,1680,691,3,0,120,84,86,61,48,57,67,4,0,1,37,2,4,114,3,0,3
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Tobias School,0355::SB4,,1553,844,1,1,143,85,168,108,32,33,165,12,0,0,23,2,2,71,0,0,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Verzorgingshuis  ""Valckenbosch""",0355::SB5,,1487,892,0,0,119,49,248,95,19,48,168,2,0,0,30,4,5,95,3,0,7
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Bej.centrum ""Amandelhof""",0355::SB6,,1430,918,0,1,221,69,166,66,28,93,133,4,0,0,33,5,0,95,3,2,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Bej.centrum ""Heerewegen""",0355::SB7,,1686,711,0,0,132,81,104,64,33,72,95,1,0,0,19,2,2,104,1,0,1
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Sjoelvereniging ""Soni""",0355::SB8,,1707,694,2,1,91,64,99,86,54,38,121,2,0,0,39,3,2,86,4,1,4
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau speeltuinver. ""Griffensteijn""",0355::SB9,,1844,756,1,1,94,101,106,100,55,56,130,2,0,0,27,4,3,77,0,0,1
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau speeltuinver. ""Griffensteijn""",0355::SB10,,1843,863,0,1,120,93,105,117,56,46,149,1,3,1,29,4,4,118,11,0,6
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau zij-ingang Kerkelijk Centrum,0355::SB11,,1569,787,0,0,147,146,70,74,50,34,101,2,0,3,26,4,3,120,5,0,2
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau zij-ingang Kerkelijk Centrum,0355::SB12,,1706,717,1,0,108,106,53,108,61,46,96,2,0,0,26,5,0,100,1,0,5
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau school ""Nije-Kroost""",0355::SB13,,1526,767,2,2,135,90,78,95,53,78,94,6,1,1,19,0,2,112,0,0,3
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau R.O.C. Midden Nederland,0355::SB14,,1799,603,1,0,101,58,36,77,42,51,71,0,0,0,44,4,3,112,4,0,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau wijkcentrum ""t Noorderpunt""",0355::SB15,,1773,852,0,0,105,100,90,121,91,40,139,7,1,10,46,4,2,92,4,0,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau gebouw ""de Ark""",0355::SB16,,1701,413,1,0,54,33,42,40,23,66,42,2,1,0,17,1,2,83,2,0,5
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sionskerk ing O.Arnhemseweg,0355::SB17,,1616,895,6,1,117,92,133,102,44,90,163,5,0,0,30,4,4,105,4,1,1
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Wooncentrum ""Binnenhof""",0355::SB18,,1972,738,2,0,96,116,67,92,50,72,81,0,0,0,39,1,1,119,0,1,3
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau school ""Op Dreef""",0355::SB19,,1443,382,4,1,32,76,21,56,53,35,39,1,1,1,15,1,1,47,1,0,2
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau wijkcentrum ""t Noorderpunt""",0355::SB20,,1599,701,2,0,92,68,75,115,59,36,108,9,0,0,22,4,4,105,2,2,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau school ""De Kameleon""",0355::SB21,,1522,550,4,2,65,108,30,56,50,61,40,3,0,0,21,0,3,111,1,0,1
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau de Montessorischool,0355::SB22,,1576,670,0,0,74,82,75,101,37,58,98,2,1,0,20,1,0,116,4,0,1
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zorgcentrum ""Abrona""",0355::SB23,,1163,251,0,0,34,14,28,29,18,25,30,1,0,1,15,1,0,51,2,0,2
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Verpleeghuis ""De Wijngaard""",0355::SB24,,1552,899,3,0,110,28,312,24,18,47,153,2,0,0,35,2,1,162,3,0,2
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Brede School ""De Schilden""",0355::SB25,,1686,897,1,2,135,90,134,89,53,18,145,4,1,1,51,2,3,167,2,0,2
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Brede School ""De Schilden""",0355::SB26,,1607,512,0,3,83,30,74,53,22,21,99,0,2,0,22,2,2,96,2,0,4
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Roomskatholieke Kerk,0355::SB27,,1171,520,2,1,70,54,75,81,28,16,65,1,0,2,32,4,2,88,2,0,0
,Zeist,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau gebouw ""Het Lichtpunt""",0355::SB28,,1406,780,1,1,130,71,161,62,35,46,119,6,0,1,24,1,2,112,7,1,2
