contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0213::SB1,,1476,711,1,0,139,97,107,48,70,11,87,2,0,0,33,1,2,111,0,2,1
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Woonzorgcentrum Tolzicht,0213::SB2,,1384,541,1,4,118,92,74,50,38,11,81,3,1,0,9,2,1,58,3,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw HOB,0213::SB3,,1385,442,0,0,80,81,46,39,52,6,50,0,0,0,18,4,1,65,0,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Oecumenische School Brummen,0213::SB4,,1910,629,3,0,105,143,51,55,59,11,57,2,2,0,21,4,1,111,2,0,5
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Buurthuis Leuvenheim,0213::SB5,,556,252,0,0,45,36,37,20,30,9,21,1,0,0,13,2,0,38,0,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Basisschool De Vossestaart, Oeken",0213::SB6,,466,250,0,1,39,21,43,38,27,17,28,1,0,1,7,2,1,24,0,1,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Basisschool J.H. Isings, Empe",0213::SB7,,743,253,0,0,59,20,44,29,17,7,41,0,0,0,7,1,2,26,0,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Verenigingsgebouw De Wheme, Hall",0213::SB8,,726,266,0,2,71,35,28,28,18,10,30,0,0,0,7,0,2,36,1,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Verzorgingscentr De Beekwal,Eerbeek",0213::SB9,,1488,478,0,0,88,95,93,32,27,11,52,0,0,0,11,0,2,65,2,0,0
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Beekkerk, Eerbeek",0213::SB10,,1510,514,0,1,92,73,95,25,28,8,79,2,0,2,16,2,1,86,0,1,4
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Jan Ligthartschool, Eerbeek",0213::SB11,,1848,554,0,0,110,109,70,15,47,13,40,0,1,1,14,1,1,129,0,1,2
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Tjark Riks Centrum, Eerbeek",0213::SB12,,1483,452,1,0,87,92,38,36,31,6,39,5,0,4,17,2,0,92,1,0,2
,Brummen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Rode Kruis Gebouw, Eerbeek",0213::SB13,,1411,427,0,3,74,71,51,26,41,6,33,1,0,2,15,3,4,100,0,0,0
