contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0905::SB1,,1164,451,3,6,179,52,42,35,11,0,38,1,0,0,8,0,2,81,2,0,0
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zaal Café Breusj,0905::SB2,,1043,356,0,1,124,34,27,30,16,1,20,4,0,0,9,2,3,84,0,0,2
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zaal K.O.H.,0905::SB3,,1092,405,0,2,156,41,30,23,21,8,43,1,0,0,9,0,2,69,1,0,1
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau St. Jozefschool,0905::SB4,,747,292,2,0,95,43,11,22,18,1,22,2,0,0,7,0,3,66,0,0,2
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Openbare Basisschool,0905::SB5,,335,150,0,0,50,19,18,3,5,0,16,0,0,0,1,0,0,37,0,0,1
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis,0905::SB6,,1133,349,3,0,75,46,31,26,36,1,40,1,0,0,11,2,1,75,3,0,1
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Groene Kruisgebouw,0905::SB7,,884,254,0,0,75,30,22,26,10,1,24,2,0,0,4,1,0,59,0,0,0
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorg voor Ouderen Klein Rijckholt,0905::SB8,,586,232,0,0,103,18,12,15,8,0,19,0,0,0,3,2,0,49,2,0,1
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeenschapshuis,0905::SB9,,936,277,2,0,94,28,25,13,17,1,18,1,0,0,13,1,1,65,0,0,0
,Eijsden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau St. Martinusschool,0905::SB10,,924,413,0,0,138,31,55,18,20,2,37,0,0,0,9,3,0,97,2,0,1
