contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Drie Lelies,0585::SB1,,1732,645,0,1,128,105,53,30,34,109,38,1,1,0,23,2,1,115,1,1,3
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Openbare basisschool ""Het Driespan""",0585::SB2,,1429,522,2,1,84,55,52,25,42,70,50,2,0,0,18,2,0,120,0,0,2
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau `t Huys te Hoecke,0585::SB3,,2131,706,2,1,134,88,85,29,50,54,50,1,0,0,22,4,1,185,1,0,2
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis 's-Gravendeel,0585::SB5,,1956,705,2,0,186,101,80,14,26,106,50,2,0,0,15,7,0,114,0,1,3
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Openbare basisschool  ""De Schelf""",0585::SB6,,1585,643,1,0,127,77,48,21,37,148,39,1,0,0,23,1,0,116,1,0,4
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sporthal  de Schenkel,0585::SB7,,1603,505,3,0,99,64,49,24,38,96,31,0,0,0,16,2,1,83,1,0,1
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis Ronduit,0585::SB8,,483,208,1,0,42,26,17,15,17,20,5,2,0,0,16,2,1,45,0,0,0
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingshuis Trivalent Immanuël,0585::SB9,,1405,564,0,0,114,66,64,21,36,91,34,3,0,0,10,0,0,123,0,0,2
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Burg. van Bommelschool,0585::SB10,,736,332,0,0,58,19,48,14,19,55,16,2,0,0,16,5,2,77,0,1,0
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Jeugdhuis De Erve,0585::SB11,,2022,814,2,0,119,79,87,49,47,118,61,2,1,1,40,3,1,206,0,0,0
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Concordia,0585::SB20,,1786,769,6,2,155,93,113,51,40,66,68,7,0,2,13,3,1,145,2,1,9
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Vijf Schelpen,0585::SB30,,1603,789,1,0,128,57,154,60,32,37,97,7,1,0,26,4,0,185,1,0,0
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Molenwiek,0585::SB31,,1549,695,3,0,117,56,145,30,22,46,89,7,1,0,12,2,3,156,2,2,5
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ontmoetingscentrum,0585::SB40,,1689,694,0,0,115,58,103,31,27,102,71,2,0,3,26,2,0,148,2,0,4
,Binnenmaas,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Rehobothschool,0585::SB41,,910,369,1,1,61,19,62,19,11,75,42,0,0,0,9,0,0,70,0,0,1
