contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau  Huize Sint Catharina,0748::SB1,,1782,577,1,2,101,81,72,50,45,3,71,3,0,0,23,11,0,108,3,0,6
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zoomflat,0748::SB2,,1794,503,1,1,54,86,79,31,47,5,50,3,0,2,33,5,1,105,2,0,0
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Huize Avondvrede,0748::SB3,,1338,525,2,0,113,67,92,49,29,3,59,1,0,0,14,5,1,89,2,0,1
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Algemeen Burger Gasthuis,0748::SB4,,1696,582,2,1,121,71,82,40,35,9,51,2,0,0,16,8,2,143,1,0,1
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum 't Fort,0748::SB5,,1658,413,1,2,29,54,31,26,49,2,31,1,0,2,20,8,0,159,0,1,0
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gezondheidscentrum,0748::SB6,,1183,341,4,3,64,51,30,31,32,3,29,1,1,1,9,9,1,77,2,0,0
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Serviceflat de Schelde,0748::SB7,,1918,566,0,0,135,85,59,26,42,8,32,4,1,4,21,14,1,131,1,0,2
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Cafe 't Hoefke,0748::SB8,,1631,580,3,0,137,54,83,46,56,4,63,1,0,1,17,3,0,113,0,1,1
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum de Moerkens,0748::SB9,,1383,568,1,0,100,61,91,52,42,12,65,1,0,0,23,0,1,112,3,0,5
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Serviceflat Meilust,0748::SB10,,1075,398,0,2,112,36,61,20,23,9,67,0,2,1,7,1,1,57,1,0,0
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sporthal Tuinwijk,0748::SB11,,1566,499,0,0,60,60,55,53,58,14,53,3,0,0,24,4,1,110,2,1,1
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool de Welle,0748::SB12,,1467,394,1,0,57,48,43,33,46,7,38,2,0,1,18,1,0,96,1,0,3
,Bergen op Zoom,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Speelzaal Klein Duimpje,0748::SB13,,1635,460,2,1,55,77,44,29,72,12,47,1,1,0,25,6,1,84,1,0,5
