contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stadhuis,0141::SB1,,1375,673,0,0,131,105,72,63,43,15,92,3,1,1,24,2,0,117,3,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau St. Egbertus-/St. Radboudschool,0141::SB2,,1734,463,0,0,92,72,57,37,51,16,40,0,0,0,10,2,1,85,0,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingshuis De Hofkamp,0141::SB3,,1637,684,0,0,136,104,92,42,47,29,93,3,0,0,15,2,2,113,4,0,2
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Serviceflat De Swanehof,0141::SB4,,1878,501,2,2,91,87,47,34,54,20,49,1,0,1,11,1,1,102,0,0,2
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingshuis De Koppel,0141::SB5,,1524,351,3,0,67,65,22,21,25,16,20,0,2,1,8,0,0,102,0,0,2
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dienstencentrum De Riet,0141::SB6,,1278,238,0,0,28,59,3,7,34,10,10,0,0,1,16,0,1,66,2,1,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerkgebouw Het Nieuwland,0141::SB7,,1813,508,0,1,92,107,23,28,52,22,52,0,1,3,9,3,2,114,0,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Triangel-De Zegge,0141::SB8,,1229,443,0,0,117,45,75,33,26,27,37,1,1,0,6,1,2,71,0,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Clubgebouw v.v. Luctor et Emergo,0141::SB9,,1123,342,0,0,101,49,27,20,23,15,24,0,0,0,13,3,1,65,0,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Reggeland Zorgvoorzieners (Eugeria),0141::SB10,,1392,591,1,0,151,76,89,60,28,28,98,1,2,0,6,2,0,49,1,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum De Trefhoek,0141::SB11,,2210,470,8,1,109,68,35,27,45,15,40,0,0,0,17,0,1,110,1,1,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.B.S. De Twijn,0141::SB12,,1894,499,2,1,133,50,78,22,27,27,63,3,0,0,8,2,2,81,0,0,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Multi Funct. Accommodatie Eninver,0141::SB14,,2490,722,0,5,154,102,62,37,75,44,85,2,1,18,23,5,1,109,3,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Hoog Schuilenburg,0141::SB15,,1711,554,2,0,107,101,56,38,32,29,38,0,0,4,25,2,0,114,3,1,4
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau OBS De Beemd ,loc.'t Groenendal",0141::SB16,,1517,353,1,0,63,67,34,28,23,8,33,0,0,7,5,0,1,81,2,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkgebouw Goossenmaat,0141::SB17,,1391,194,0,3,16,42,7,9,17,9,18,0,1,0,4,3,1,64,0,0,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Cafe-zaal Het Zuiden,0141::SB18,,1222,213,0,0,32,31,16,4,30,12,14,0,0,0,7,1,1,64,1,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Pniëlkerk,0141::SB20,,2755,556,0,3,104,124,29,37,48,35,38,3,0,3,15,2,0,114,0,1,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkgebouw 't Veurbrook,0141::SB21,,1192,419,1,0,79,64,76,35,16,4,61,1,0,0,11,0,0,72,0,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.B.S. De Tandem (Burcht),0141::SB22,,1662,521,0,1,116,88,42,33,36,26,53,1,3,0,13,1,2,107,0,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum de Schelf (Schelfhorst),0141::SB23,,1938,539,0,3,99,83,44,29,66,41,32,2,0,0,28,3,1,110,1,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.B.S. De Tandem (Havezathe),0141::SB24,,1829,515,2,0,113,62,45,66,34,30,49,3,0,0,22,6,4,80,0,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau R.K.B. De Noorderborch,0141::SB25,,1767,483,1,1,102,65,33,23,47,43,55,1,0,1,11,0,0,101,0,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Vrije School,0141::SB26,,1659,502,2,6,135,62,66,35,38,11,65,3,0,0,6,3,0,75,1,0,2
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau P.C. Basisschool De Huve,0141::SB27,,1817,495,1,0,68,87,35,53,35,49,40,2,0,1,16,2,1,103,1,0,2
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.B.S. De Stapvoorde,0141::SB28,,1471,380,0,1,50,80,32,39,36,24,40,1,0,0,14,3,2,55,1,0,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum Windmolenbroek,0141::SB29,,1497,376,0,0,68,66,39,28,31,18,49,1,0,0,5,1,2,65,2,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum  Windmolenbroek,0141::SB30,,1621,418,0,0,83,71,31,33,23,30,42,4,1,0,9,1,0,84,3,0,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool de Mare,0141::SB31,,1619,577,0,0,100,81,80,40,41,35,62,0,0,0,12,3,0,119,0,0,4
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeenschapscentrum 't Aahoes,0141::SB32,,1138,413,0,2,89,57,66,18,32,20,39,0,0,0,5,4,2,78,3,0,0
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingstehuis Trivium,0141::SB33,,1434,493,0,0,295,15,49,15,7,2,27,1,1,0,5,3,0,68,1,0,4
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau AOC Oost,0141::SB34,,1731,570,1,0,86,104,73,51,29,35,70,0,1,0,13,0,0,101,4,0,3
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Pinkstergemeente ""De Banier""",0141::SB35,,1273,456,0,0,94,50,121,13,17,29,45,1,0,0,13,3,1,68,0,0,1
,Almelo,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Mobiel stembureau,0141::SB36,,0,127,2,0,29,17,11,17,14,5,17,1,0,1,2,0,0,13,0,0,0
