contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Madeleine,0756::SB1,,1211,487,0,1,210,24,49,20,53,4,39,1,1,1,8,1,2,71,2,0,1
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau de Weijerdonck,0756::SB2,,1213,643,2,3,281,58,69,35,54,3,43,4,1,0,10,1,3,79,2,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Openbare Basisschool ""het Ogelijn""",0756::SB3,,935,456,0,5,98,64,27,40,98,5,33,3,0,1,17,3,0,67,0,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Elzendaalcollege Boxmeer,0756::SB4,,1331,538,0,0,134,56,43,47,90,5,44,1,0,0,12,3,0,99,2,0,2
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Brandweerkazerne,0756::SB5,,1243,428,1,3,91,51,23,23,110,10,23,1,0,0,16,3,0,76,0,1,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Petit Restaurant ""de Flip""",0756::SB6,,1228,516,0,1,104,67,43,37,110,1,39,2,0,0,16,2,0,94,0,0,1
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Buurthuis ""de Elsenhof"" Sambeek",0756::SB7,,1252,589,1,2,219,42,65,27,100,0,40,0,2,0,10,1,1,78,0,0,4
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Gemeenschapshuis ""Wapen van Beugen""",0756::SB8,,1325,513,2,0,210,45,44,19,73,10,26,3,0,1,9,4,2,66,1,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Gemhuis""de Kleppenburg"" Oeffelt",0756::SB9,,1770,697,5,0,261,51,54,27,68,9,65,3,0,0,12,1,0,144,0,1,1
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis ""de Poel"" Rijkevoort",0756::SB10,,1194,442,1,0,222,35,34,14,52,1,26,2,0,0,7,2,0,46,1,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeenschapshuis Vortum-Mullem,0756::SB11,,490,227,0,1,89,9,18,11,45,4,14,1,0,1,4,0,0,31,0,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Café ""'t Trefpunt"" Holthees",0756::SB12,,344,158,0,0,47,11,20,10,23,0,7,0,0,0,4,6,0,30,0,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Plein 27, Maashees",0756::SB13,,707,244,0,0,83,17,20,12,38,2,16,2,0,0,5,1,0,44,3,0,1
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zalencentr Concordia, Vierlingsbeek",0756::SB14,,1974,696,1,1,237,32,70,39,129,10,58,4,1,0,7,1,0,107,0,0,1
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Café ""de Zandpoort"" Groeningen",0756::SB15,,305,144,0,0,62,8,16,12,10,1,11,0,0,0,3,0,0,21,0,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Gemeenschapshuis1, Overloon",0756::SB16,,1364,479,0,1,192,41,59,15,41,4,37,0,2,0,6,1,0,79,2,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Gemeenschapshuis2, Overloon",0756::SB17,,1387,545,1,0,251,35,60,19,44,1,40,2,0,0,6,2,1,81,1,0,2
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau ABAB-accountancy,0756::SB18,,1116,304,1,0,82,22,49,20,44,2,29,3,0,0,4,0,0,47,2,0,0
,Boxmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Eetcafé 't Drummerke,0756::SB19,,1291,385,0,0,106,35,66,20,45,3,48,0,0,0,9,0,0,52,1,0,0
