contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0297::SB1,,1418,650,6,1,83,65,92,108,32,12,134,5,0,1,25,1,4,78,4,0,6
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zorghuis ""de Wielewaal""",0297::SB2,,1717,604,0,2,126,59,83,61,19,45,73,4,1,1,27,5,1,94,4,1,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zalencentrum ""het Anker""",0297::SB3,,1347,479,0,2,80,71,62,40,33,38,40,1,0,0,11,1,0,97,1,0,4
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Franciscusschool,0297::SB4,,1301,426,0,0,86,83,35,31,23,16,56,1,2,0,13,2,0,76,1,1,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau CBS ""de Leiboom""",0297::SB5,,1283,502,2,0,65,83,37,72,49,43,59,6,0,0,22,1,0,62,1,0,2
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Wijkcentrum ""de Schans""",0297::SB6,,1564,565,2,2,85,68,85,44,29,54,82,6,0,0,16,5,0,89,2,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis Kerkwijk,0297::SB7,,663,248,1,0,54,16,15,9,8,74,14,0,2,0,6,0,0,47,0,1,2
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau ""Eben Haëzer"" Bruchem",0297::SB8,,1202,552,0,2,101,39,53,28,23,184,35,1,1,0,11,2,1,71,1,0,1
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Bejaardencentrum "" 't Slot""",0297::SB9,,1620,589,0,0,124,38,44,23,14,219,32,7,0,0,11,1,0,76,0,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerkelijk centrum de Kosterij,0297::SB10,,513,178,0,0,31,11,16,6,5,71,6,1,0,0,2,0,0,23,1,1,4
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis ""de Gaarde""",0297::SB11,,1043,400,0,0,72,19,23,11,7,221,13,1,0,0,4,0,0,28,1,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool Willem van Oranje,0297::SB12,,937,351,0,4,68,14,29,4,6,161,9,0,0,1,5,0,0,52,2,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Wilhelminahof,0297::SB13,,1236,462,0,0,80,55,29,13,19,199,10,1,1,0,6,0,1,46,1,0,1
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis ""Podarwic""",0297::SB14,,638,333,0,1,55,11,5,11,3,211,13,0,0,0,2,2,0,20,0,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis ""den Ham""",0297::SB15,,1198,363,0,0,62,24,20,31,23,132,22,0,0,0,3,2,0,44,0,0,0
,Zaltbommel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis "" 't Gement""",0297::SB16,,1447,408,2,3,51,58,26,8,16,135,20,1,1,0,7,1,1,79,2,1,1
