contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,1859::SB1,,1204,452,0,0,93,89,68,20,46,9,41,0,0,0,7,2,3,72,0,0,2
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingshuis Andriessenhuis,1859::SB2,,1225,434,0,1,104,102,54,22,48,1,44,0,0,0,8,2,0,45,0,0,4
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau School Noord,1859::SB3,,1515,563,1,1,96,121,82,39,63,11,46,0,0,0,14,4,0,84,0,3,0
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Heuvelschool,1859::SB4,,1217,488,0,0,107,69,120,41,39,6,47,0,0,0,12,2,0,44,0,0,1
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kiezel en Kei School,1859::SB5,,785,308,3,0,65,55,41,13,46,6,31,2,0,0,7,0,1,40,1,0,0
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis Geesteren,1859::SB6,,1007,470,0,0,129,50,130,29,21,4,31,4,0,0,13,1,0,57,0,0,1
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Centrum de Klokslag,1859::SB7,,532,254,0,1,97,34,42,8,13,4,20,1,0,0,7,0,1,27,0,0,0
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kulturhus 't Stieltjen,1859::SB8,,555,279,0,0,81,41,46,12,18,13,26,2,1,0,4,1,0,32,2,0,0
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerst Zwartschool,1859::SB9,,1245,454,2,0,119,64,71,27,38,4,56,10,0,0,8,0,1,56,0,0,0
,Berkelland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Bundeling,1859::SB10,,1248,553,2,1,157,79,106,34,31,7,65,1,0,0,22,1,0,45,1,0,4
