contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0153::SB1,,2308,956,9,4,88,139,134,119,80,25,232,6,2,3,18,1,2,99,4,0,4
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS het Zeggelt,0153::SB2,,1347,566,1,0,80,87,92,74,33,15,95,7,1,0,14,1,1,56,4,0,6
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis De Laares,0153::SB3,,1543,456,2,0,54,62,58,65,48,25,85,4,0,1,10,2,0,39,1,1,1
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS Freinet,0153::SB4,,2014,692,3,3,44,94,91,107,82,44,99,8,0,1,27,5,1,84,3,0,2
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau St. Zorgpalet 'Eschpoort',0153::SB5,,1675,650,2,1,157,101,76,31,33,45,72,3,0,1,16,2,0,112,0,0,1
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Speeltuingebouw, Molukkenstraat 90",0153::SB6,,2097,608,2,2,94,101,49,73,63,33,80,8,0,2,15,0,3,84,1,0,2
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zuider Speeltuin,0153::SB7,,1869,725,2,1,90,118,82,77,89,24,116,0,2,2,20,3,1,91,6,0,4
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool St. Jan,0153::SB8,,2133,492,0,0,60,85,47,63,50,31,68,0,0,1,19,2,2,61,1,2,0
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Saxion Hogeschool,0153::SB9,,2151,904,1,1,94,164,100,134,72,38,166,9,2,3,16,2,1,92,7,1,3
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stadskantoor,0153::SB10,,1204,773,7,4,81,97,99,124,72,29,158,11,0,0,25,4,2,64,4,1,2
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS de Lipper,0153::SB101,,1570,393,0,0,48,50,34,47,39,18,63,1,1,0,16,3,1,70,1,0,1
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Servicecentrum Oost,0153::SB102,,2080,478,2,2,80,73,66,37,47,23,47,1,1,1,20,1,0,74,3,1,3
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS het Wooldrik,0153::SB103,,1499,593,0,0,96,67,120,48,30,30,96,2,0,0,14,2,0,87,1,0,0
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS Willem Wilmink,0153::SB104,,2317,769,2,0,122,105,96,76,51,62,98,3,0,3,24,0,2,123,3,1,0
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Speeltuin 't Varvik,0153::SB105,,1769,479,0,0,58,76,44,45,69,20,33,4,2,1,20,1,1,99,1,1,4
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentr. de Bleekhof,0153::SB201,,1626,362,2,2,49,100,37,23,23,34,36,3,1,2,12,0,1,41,0,0,0
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau OBS Europa,0153::SB202,,2101,556,2,1,70,90,54,76,39,63,59,2,0,3,12,1,0,84,0,0,3
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Geert de Leeuwhuis,0153::SB203,,2147,568,0,1,78,116,47,47,42,57,60,4,3,2,15,0,2,93,1,0,1
,Enschede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kon. Beatrixschool,0153::SB204,,1869,405,1,0,58,65,27,37,64,30,31,4,0,0,13,1,1,72,0,0,2
