contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Raadhuis,0643::SB1,,699,449,0,1,54,69,98,29,18,37,39,6,0,0,15,1,0,79,2,0,2
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Schateiland,0643::SB2,,963,401,1,5,46,64,67,20,34,45,28,3,0,0,17,0,0,72,0,0,5
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau ARTcetera voorheen Julianaschool,0643::SB3,,402,163,1,0,37,7,45,12,7,25,4,1,0,0,3,0,0,22,0,0,0
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Pr Bernhardschool,0643::SB4,,348,208,1,1,39,23,36,9,17,17,14,0,0,0,12,0,0,39,2,0,0
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dependance Gemini,0643::SB5,,1085,499,3,1,47,67,105,23,31,58,33,0,0,3,9,1,1,115,3,0,3
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Breeje Hendrick,0643::SB6,,1353,621,0,0,64,120,115,31,34,84,39,2,0,2,17,2,0,108,2,0,1
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ichthus Kerk,0643::SB7,,1174,533,5,0,103,47,99,14,23,126,21,1,0,0,11,1,1,85,0,1,0
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zalencentrum Schippers,0643::SB8,,1239,416,1,0,74,64,57,17,18,57,34,0,0,1,12,0,0,79,0,0,3
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ireneschool,0643::SB9,,1291,531,3,0,87,71,58,35,44,68,43,0,0,0,22,6,0,97,0,0,0
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sporthal De Walvis,0643::SB10,,1373,539,2,1,92,61,66,21,38,60,50,2,1,0,21,6,0,120,0,1,0
,Nederlek,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Dertienhuizen,0643::SB11,,1077,508,1,0,81,86,45,27,34,68,29,0,1,4,22,5,2,100,2,0,2
