contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Jeugdhuis Julianakerk,1525::SB1,,1847,788,5,1,221,67,152,56,32,15,85,3,1,2,16,4,0,129,2,0,3
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Woonzorgcentrum Activite ""De Schutse""",1525::SB2,,2100,991,1,3,268,92,208,50,33,18,121,5,0,0,29,2,0,156,3,0,6
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Openbare Basisschool ""Het Bolwerk""",1525::SB3,,2154,979,3,1,321,79,166,36,34,16,110,5,1,0,29,5,2,169,1,0,5
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau RK Basisschool ""De Springplank""",1525::SB4,,1636,698,2,0,168,63,118,41,48,15,65,4,0,0,30,2,0,136,4,0,4
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zorggroep Valent locatie ""Bernardus""",1525::SB5,,2015,774,2,4,187,87,105,57,63,22,90,1,1,4,22,5,0,125,2,0,3
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau P.C. Basisschool ""De Rank""",1525::SB6,,1867,707,0,0,114,76,128,51,47,11,107,3,2,0,26,5,1,131,0,3,2
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Soc. Cultureel Centrum ""Het Trefpunt""",1525::SB9,,1684,779,1,0,219,61,144,51,29,9,121,2,0,0,17,5,3,113,1,2,2
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sporthal De Geest,1525::SB10,,2083,850,1,1,184,93,142,69,46,9,127,4,2,0,33,1,3,130,3,0,4
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Rondvaartboot Watertuin,1525::SB12,,159,95,0,0,32,1,13,8,0,0,12,0,0,0,4,0,0,24,0,0,1
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Bestuurscentrum Teylingen,1525::SB14,,2360,977,0,0,183,96,178,106,37,38,155,4,4,2,30,6,0,128,4,0,6
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Café -Restaurant Boerhaave,1525::SB15,,1721,785,3,0,278,52,143,46,18,19,79,1,2,0,16,3,3,123,0,0,2
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Jeugdcentrum ""De Spelewey""",1525::SB16,,1871,738,0,0,167,60,104,65,53,12,96,2,1,2,21,3,2,145,1,0,4
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Sporthal ""De Tulp""",1525::SB17,,908,342,0,0,105,17,89,18,6,5,23,1,0,0,8,4,0,63,3,0,0
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau RK Basisschool ""Emmaus""",1525::SB18,,2035,819,3,1,149,67,164,55,47,17,151,6,1,2,22,6,4,120,4,0,4
,Teylingen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Cluster ""Hoogh Teijlingen""",1525::SB19,,1850,698,2,1,96,40,180,58,29,34,124,2,0,1,22,3,2,103,2,0,2
