contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_1 Zorgcentrum Nicasiushuis, Heeze",1658::SB1,,1276,503,0,1,131,48,131,28,25,3,62,0,2,0,10,1,0,49,12,0,1
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_2 d'n Toversnest, Heeze",1658::SB2,,1177,408,0,0,110,39,92,20,26,5,31,2,1,1,11,4,1,57,6,0,2
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stembureau_3 Gemeentehuis Heeze,1658::SB3,,1131,388,0,0,96,39,92,22,23,1,43,0,0,0,5,0,0,63,2,0,2
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_4 Bergerhofschool, Heeze",1658::SB4,,1273,626,2,2,148,54,164,35,34,4,74,0,0,1,17,6,1,80,7,0,1
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_5 Sportcafé 't Pumpke, Heeze",1658::SB5,,1317,635,3,2,117,86,135,48,55,5,99,3,0,0,13,1,3,66,3,0,1
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_6 RK Basisschool Merlebos, Heeze",1658::SB6,,1301,333,1,0,75,26,79,19,23,3,39,1,0,1,13,0,0,52,2,0,0
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_7 't Brouwershuis, Leende",1658::SB7,,1154,457,1,0,158,25,80,21,37,5,38,3,0,0,19,3,2,62,1,1,2
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stembureau_8 Gymzaal Leenderstrijp,1658::SB8,,1045,278,1,1,127,20,36,9,15,3,29,3,0,0,7,0,0,29,0,0,0
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_9 Zorgcentrum Leenderhof, Leende",1658::SB9,,1108,491,3,0,160,43,97,14,20,1,51,0,0,0,15,1,0,84,3,0,2
,Heeze-Leende,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Stembureau_10 Dorpshuis Valentijn, Sterksel",1658::SB10,,1009,377,0,0,167,30,64,24,12,2,32,1,0,0,10,4,0,29,1,0,1
