contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Gemeentehuis,0352::SB1,,1424,783,2,1,98,83,113,114,76,20,109,2,0,0,23,3,3,131,4,2,2
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau E en E Gasthuis,0352::SB2,,1494,502,0,2,111,60,52,36,57,16,41,1,0,0,26,4,0,95,2,0,1
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Werkschuit,0352::SB3,,1543,726,0,0,113,105,78,82,56,17,123,2,1,2,27,1,3,106,4,0,6
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisischool St. Jozef,0352::SB4,,1381,440,0,3,87,36,49,47,59,15,29,0,2,0,13,4,0,96,3,0,0
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Wegwijzer,0352::SB5,,1559,595,2,0,72,72,90,89,40,23,85,2,0,0,32,3,1,83,2,0,1
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Hoeksteen,0352::SB6,,1523,558,1,0,73,60,82,64,40,28,70,1,1,0,34,1,3,100,1,0,0
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't baken,0352::SB7,,1485,597,2,0,72,65,79,51,79,22,74,5,2,0,40,0,0,103,0,0,5
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Regenboog,0352::SB8,,1552,560,1,1,90,52,88,41,43,29,71,1,1,0,32,1,1,108,0,0,2
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Horn,0352::SB9,,1621,529,0,3,81,60,103,50,23,10,76,0,1,0,20,3,1,96,0,1,4
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuys van Cothen,0352::SB11,,2323,861,1,1,282,54,111,39,44,39,82,1,0,0,32,1,1,171,3,1,0
,Wijk bij Duurstede,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis Langbroek,0352::SB12,,1586,702,0,0,181,52,66,28,23,199,47,0,0,2,12,1,3,85,0,0,3
