contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Skilhiem,0081::SB1,,891,372,1,0,109,97,34,10,20,14,38,2,0,0,9,2,0,35,1,0,1
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau MFG de Skalm,0081::SB2,,920,371,0,0,111,109,31,19,20,12,28,0,0,1,9,2,0,28,0,1,0
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Bining,0081::SB3,,619,279,2,0,53,71,23,28,19,9,18,3,0,0,12,0,2,39,2,0,0
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Kampioen,0081::SB4,,445,194,1,0,54,38,14,9,19,10,15,0,0,0,6,4,1,23,0,0,1
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Britsenburgh,0081::SB5,,768,292,1,0,106,69,10,14,20,8,7,0,0,0,11,4,0,39,0,1,3
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Hege Stins,0081::SB6,,1022,403,0,1,109,91,26,25,22,25,40,1,0,0,15,0,0,46,0,0,3
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Sprankel,0081::SB7,,785,371,1,0,102,82,21,24,35,14,38,1,1,1,12,3,1,35,1,0,0
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis,0081::SB8,,832,352,0,1,97,89,33,17,30,9,24,0,0,0,13,4,0,35,1,0,0
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Talant,0081::SB9,,1415,576,0,1,148,143,63,43,33,33,44,0,0,2,21,2,0,43,1,0,0
,Leeuwarderadeel,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Us Gebou,0081::SB10,,202,85,0,0,16,18,4,2,15,6,6,0,0,0,6,0,0,12,0,0,0
