contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Stadhuis,0457::SB1,,1294,723,4,0,86,72,92,95,57,9,130,2,0,1,48,1,5,114,2,0,9
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basissch De Triangel Dep.Papelaan,0457::SB2,,1311,515,4,0,50,74,54,80,50,6,61,2,1,1,28,3,2,94,3,0,6
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Chr. Basisschool Jan Woudsma,0457::SB3,,1606,485,1,0,61,78,46,38,47,15,60,6,1,0,12,2,2,114,0,1,2
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Vechtstede college,0457::SB4,,1730,685,2,0,94,78,98,61,41,8,117,2,2,0,16,3,1,156,1,2,5
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Chr. Basisschool Kors Breijer,0457::SB5,,1606,407,0,5,47,72,40,41,39,8,45,1,1,1,23,2,1,83,1,0,2
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingshuis Oversingel,0457::SB6,,1078,465,2,1,80,48,60,53,29,17,72,2,1,0,26,3,0,71,1,0,2
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Openb. Basisschool De Hobbedob,0457::SB7,,1534,480,4,0,57,70,67,64,45,14,41,3,1,0,24,2,1,86,1,0,4
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sporthal Aetsveld,0457::SB8,,1468,659,2,1,102,82,78,60,40,24,101,5,0,0,38,9,1,114,0,3,2
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Enter Weesp,0457::SB9,,1254,595,4,0,106,72,93,54,30,6,84,2,2,1,32,3,1,108,1,0,0
,Weesp,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Garage Dick Mühl,0457::SB10,,695,245,1,0,25,23,43,29,20,5,42,2,0,0,9,7,0,39,1,0,0
