contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het gemeentehuis,0090::SB1,,1879,1243,0,7,302,270,115,79,68,109,121,4,0,0,33,4,3,131,3,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum De Utwyk,0090::SB2,,1864,673,2,2,169,105,22,46,62,109,42,1,0,0,23,6,2,83,0,1,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau SBO school It Heechhôf,0090::SB3,,1740,454,3,2,79,83,12,21,64,72,17,1,0,0,24,0,0,77,1,1,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum De Waring,0090::SB4,,1964,744,0,3,140,126,63,56,74,109,48,3,0,1,26,2,0,95,0,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerk De Oase,0090::SB5,,1113,640,1,0,190,96,54,39,33,97,48,4,2,0,13,0,0,62,0,0,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum De Kouwe,0090::SB6,,1948,355,0,0,54,75,9,23,45,48,12,1,0,2,20,3,1,62,0,0,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Chr.Ger. Kerk,0090::SB7,,1760,477,1,1,123,87,19,40,46,70,17,0,0,0,9,3,0,62,0,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool Eben Haëzer,0090::SB8,,1339,398,1,0,84,87,14,23,30,78,11,0,0,0,15,1,1,50,2,0,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijk- en Zorgcentrum De Wiken,0090::SB9,,1876,593,1,0,129,121,14,35,68,119,13,1,0,0,17,3,0,72,1,0,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportcentrum Drachten,0090::SB10,,1839,587,0,3,104,105,37,45,45,136,35,2,0,0,21,1,1,54,0,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau MF wijkcentrum De Barte,0090::SB11,,1748,556,0,2,108,109,29,24,59,99,35,2,0,0,22,1,0,67,0,1,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingscentrum Rispinge,0090::SB12,,1895,615,3,8,161,169,27,24,42,63,24,1,1,0,28,3,0,70,1,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verzorgingscentrum De Warrenhove,0090::SB13,,1540,546,2,1,168,132,35,21,29,50,37,1,0,0,7,0,1,64,0,1,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis De Skûle,0090::SB14,,1600,833,3,5,212,156,95,45,39,93,68,0,0,0,14,3,1,106,1,0,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Voormalige basisschool Hunze,0090::SB15,,1581,539,2,0,115,108,28,55,49,67,43,6,0,2,10,4,1,50,0,0,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau MOS - Brede School De Drait,0090::SB16,,1759,1122,2,2,190,268,92,100,75,113,151,0,0,0,30,1,4,94,1,1,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Bouwunit Drachtstervaart,0090::SB17,,1180,373,1,1,94,43,73,24,11,34,51,0,2,0,5,3,1,30,2,0,0
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum De Skammel,0090::SB18,,1725,524,4,0,59,100,33,52,60,86,37,2,1,2,12,2,1,68,2,1,6
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool 't Tweespan,0090::SB19,,1912,651,0,0,123,134,50,58,53,86,73,2,0,0,16,4,0,46,1,0,5
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis 't Bynt Boornbergum,0090::SB20,,1254,508,0,0,150,83,30,24,51,67,37,0,1,0,5,1,0,56,1,0,2
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Lokaliteit De Nije Kompe Dr.comp.,0090::SB21,,874,343,0,1,99,70,25,7,20,45,17,1,0,0,9,0,2,45,0,2,1
,Smallingerland,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis De Huchte Houtigehage,0090::SB22,,720,228,0,0,30,60,8,15,37,10,7,0,0,0,8,2,0,51,0,0,0
