contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw Marienhof,0865::SB2,,1745,928,0,2,218,95,174,95,39,2,176,4,1,0,24,2,4,92,2,0,0
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Villa Bleijenburg,0865::SB3,,2137,763,4,2,160,66,150,94,45,10,123,4,1,0,23,3,1,79,2,0,2
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Vlasborch,0865::SB4,,1837,492,0,3,107,76,36,43,62,14,48,1,1,0,9,10,2,78,1,0,4
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportpark de Koepel,0865::SB5,,1399,643,0,0,133,52,189,33,24,2,96,7,2,0,9,1,2,83,5,0,5
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Restaurant De Vughtse Heide,0865::SB6,,1080,626,1,0,123,30,240,22,8,1,95,3,0,0,10,0,0,80,2,0,12
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau The Battle Axe,0865::SB7,,916,227,0,0,71,13,44,14,23,1,8,5,1,0,4,1,0,39,0,0,3
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw Schoonveld,0865::SB8,,1573,615,1,1,106,63,86,81,65,0,120,1,2,0,13,5,3,63,2,0,5
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Globe,0865::SB9,,1198,311,0,0,65,40,30,51,40,4,22,2,0,1,8,1,1,45,0,0,1
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Wieken,0865::SB10,,1259,467,0,0,100,47,38,52,54,2,45,2,0,0,19,5,1,98,3,0,1
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw De Kwebben,0865::SB11,,1306,429,0,0,102,57,61,44,41,2,53,5,0,0,13,2,0,47,0,0,2
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Basisschool De Baarzen,0865::SB12,,1273,682,0,1,192,81,81,71,58,4,99,6,2,0,12,4,1,66,1,0,4
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Woonzorgcentrum Theresia,0865::SB13,,1909,633,1,0,161,77,48,62,74,5,80,4,2,3,20,2,0,91,2,2,0
,Vught,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Paviljoen Bergenshuizen,0865::SB14,,1522,411,2,2,71,58,41,52,38,2,49,5,2,0,21,4,0,67,0,0,1
