contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw Veere,0717::SB1,,1312,594,0,1,145,53,91,54,25,67,72,5,0,0,24,0,0,58,0,0,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw De Spil,0717::SB2,,391,182,0,0,67,10,12,16,10,23,18,0,0,1,10,0,0,12,3,0,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw Vrouwenpolder,0717::SB3,,874,421,0,1,97,29,48,29,18,98,20,0,0,0,27,4,0,49,0,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw De Zandput,0717::SB4,,1364,572,1,0,184,44,44,46,24,128,39,0,0,0,18,0,1,42,0,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw Amicitia,0717::SB5,,998,626,0,0,89,9,32,15,11,421,12,0,0,0,8,0,1,27,0,1,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Het Dorpshuis,0717::SB6,,1022,487,0,0,178,36,49,23,16,79,27,1,0,0,16,7,0,54,0,0,1
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verenigingsgebouw Ons Huis,0717::SB7,,962,559,0,0,70,10,14,3,4,418,8,1,1,0,6,0,1,23,0,0,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportcentrum De Couburg,0717::SB8,,1428,483,1,0,115,60,50,45,18,19,50,3,0,0,23,0,0,99,1,0,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Archipelschool De Sprong,0717::SB9,,1332,554,0,0,145,74,65,49,20,40,55,2,2,0,30,4,1,65,0,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpscentrum Biggekerke,0717::SB10,,688,341,0,1,104,22,38,28,13,55,19,1,0,0,18,5,0,38,0,0,0
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw Middendorp,0717::SB11,,1202,491,1,0,147,26,75,11,13,49,46,2,1,0,18,2,1,93,1,0,6
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis Domburg,0717::SB12,,1205,504,0,0,91,62,81,37,23,53,53,4,0,2,20,2,1,72,1,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Protestants Kerkcentrum,0717::SB13,,1036,551,4,1,130,34,54,24,18,163,42,2,0,0,19,7,0,55,1,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ontmoetingscentrum De Halve Maan,0717::SB14,,950,513,0,0,136,35,83,35,12,103,43,2,0,0,18,0,1,42,1,0,2
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Sportzaal De Bellink,0717::SB15,,1046,412,0,0,80,69,33,30,18,78,15,2,0,0,27,2,1,56,0,0,1
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Westkapelle Herrijst,0717::SB16,,1112,490,0,1,113,77,57,13,21,80,32,2,2,0,18,2,1,71,0,0,1
,Veere,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Mobiel stembureau,0717::SB17,,0,52,0,1,28,1,6,1,1,6,1,0,0,0,3,0,0,3,1,0,1
