contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Gemeentehuis,A Kramersingel 4,Coevorden",0109::SB1,,1092,458,0,1,120,72,87,18,44,12,37,0,0,1,8,1,0,57,0,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Het Nieuwe Bastion,Sallandsestraat,Coevorden",0109::SB2,,1107,408,1,2,128,76,39,18,30,10,15,1,0,0,14,0,0,76,0,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Voorde,De Voorde 2,Coevorden",0109::SB3,,1567,608,0,0,172,136,57,37,31,24,37,2,0,0,10,3,0,98,0,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis De Schalm,Hoofdweg 47,Coevorden",0109::SB4,,801,276,0,0,132,23,14,7,31,0,9,1,0,0,13,1,0,42,0,0,3
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Zaal De Loo,Looweg 38,Coevorden",0109::SB5,,2362,606,1,0,145,120,60,30,55,12,37,3,0,0,18,1,2,122,1,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Sint Franciscus,Burg Feithsingel 52,Coevorden",0109::SB6,,1047,370,0,1,127,64,51,22,21,7,13,0,0,0,7,2,3,53,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Drostenhal,van Pallandtlaan 1,Coevorden",0109::SB7,,1975,510,0,0,115,94,41,25,39,12,24,1,2,0,12,6,0,137,2,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Schutse,Schutselaan 26,Coevorden",0109::SB8,,966,243,0,1,69,59,9,10,30,8,9,0,0,0,4,1,0,44,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Fontein,Poppenharelaan 3,Coevorden",0109::SB9,,1066,313,0,1,77,62,28,13,32,15,18,0,0,1,9,2,0,54,2,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis De Breiberg,Oranjestraat 6,Dalerpeel",0109::SB10,,708,202,0,0,51,45,8,10,20,5,15,0,0,0,11,1,0,36,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Spinde,Hoofdstraat 2,Dalen",0109::SB11,,1510,674,1,0,166,81,151,30,37,12,65,4,0,3,14,5,2,102,1,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dalerhof,Stieltjeskanaal 78,Stieltjeskanaal",0109::SB12,,328,111,0,0,45,15,17,4,6,1,7,0,0,0,2,0,0,13,0,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis Boerhoorn,Hoofdstraat 133,Dalerveen",0109::SB13,,370,172,0,0,31,19,42,10,14,3,18,0,0,0,7,1,0,27,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Selkersgoorn,Maandehof 11,Dalen",0109::SB14,,1576,475,0,0,89,112,89,28,20,0,46,1,0,1,9,2,0,76,1,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis De Kom,Middendorp 25,Wachtum",0109::SB15,,267,129,1,0,27,16,46,6,6,5,7,0,0,0,2,0,0,12,2,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Etgaarde,De Etgaarde 1,Oosterhesselen",0109::SB16,,1490,689,0,0,111,145,116,55,57,23,66,3,0,1,18,2,1,89,1,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Het Pluspunt,Dorpsstraat 85,Gees",0109::SB17,,724,399,1,0,124,60,52,22,17,48,32,0,0,0,12,3,0,26,2,1,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Tiphof,Lindenlaan 2,Geesbrug",0109::SB18,,1111,346,1,0,96,56,37,10,20,42,12,1,1,0,3,2,0,66,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau MFC De Brink,Brink 1,Sleen",0109::SB19,,1866,785,0,1,199,173,158,53,32,7,90,0,0,0,13,1,2,54,1,0,2
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau OBS De Vlinderhof,Odoornerweg 8,Noord-Sleen",0109::SB20,,663,316,0,0,93,37,69,19,11,10,33,0,0,1,9,2,0,31,0,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Het Ellertsveld,Bonkersstraat 2, Schoonoord",0109::SB21,,1708,568,1,2,118,140,56,32,66,16,24,1,0,0,15,5,0,95,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Dorpshuis De Kiel,Rolderstraat 16,De Kiel",0109::SB22,,386,147,0,0,29,36,11,4,17,9,15,0,0,0,10,0,0,16,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau d' Oale Schoelstee,Oranjekanaal NZ 11,Wezuperbrug",0109::SB23,,312,156,0,0,27,25,34,16,5,0,17,1,0,0,12,0,1,15,2,0,1
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Restaurant Moorman,Oosterlangen 2,Erm",0109::SB24,,774,274,0,0,80,36,34,14,21,4,24,0,0,0,6,1,0,54,0,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau De Korenhof,Korenhof 1,Aalden",0109::SB25,,1703,767,2,1,201,142,142,48,42,16,85,0,0,1,24,0,0,65,1,0,0
,Coevorden,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,"Stembureau Brasserie Tramlokaal,Mepperstraat 3,Meppen",0109::SB26,,349,184,0,3,37,29,32,17,14,11,12,0,0,0,12,0,0,19,0,0,1
