contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis Locatie 1,0114::SB1,,907,472,1,2,113,93,85,26,19,12,45,0,1,0,7,2,0,68,0,1,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Oostermarke,0114::SB2,,964,564,2,0,170,107,101,24,2,24,66,2,3,0,11,4,2,48,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Drenthe College,0114::SB3,,593,306,0,0,93,51,38,26,12,23,36,1,0,0,3,1,0,21,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Holdert,0114::SB4,,704,261,0,0,77,75,17,12,8,12,9,0,0,0,8,1,0,41,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijkcentrum Meerstede,0114::SB5,,1325,369,0,0,69,106,19,7,36,18,21,1,1,1,13,0,0,77,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ichthus,0114::SB6,,1229,481,0,0,127,100,72,23,26,28,34,0,0,1,9,4,3,51,2,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau R.K.b.s. St. Frans,0114::SB7,,1354,292,0,0,57,75,16,15,29,22,15,1,0,0,10,3,0,49,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau o.b.s Emmermeer,0114::SB8,,1250,291,1,1,78,88,8,15,22,12,13,1,0,0,10,4,0,39,1,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Zuidermarke,0114::SB9,,1426,561,0,0,142,146,35,15,34,30,29,2,0,1,14,3,0,109,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau AOC Terra,0114::SB10,,600,257,0,0,66,48,45,23,5,5,24,0,0,0,4,0,0,35,1,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis,0114::SB11,,758,315,0,1,99,38,28,32,15,14,34,1,0,0,10,2,0,41,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Schanskuil,0114::SB12,,944,305,1,0,80,74,18,16,30,11,17,0,0,0,7,1,0,46,0,0,5
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis,0114::SB13,,525,220,0,0,21,41,43,20,17,13,13,0,0,0,7,4,0,41,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Marke,0114::SB14,,1266,488,1,1,71,152,31,16,47,18,18,2,0,1,17,4,1,108,1,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerkgebouw het Baken,0114::SB15,,1333,371,0,2,53,118,8,11,37,23,13,0,0,3,12,3,0,87,0,0,3
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Heidehiem,0114::SB16,,578,219,1,0,49,60,28,10,7,1,24,0,0,0,13,1,1,21,4,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Voorhof,0114::SB17,,1057,426,0,0,92,108,50,28,19,12,36,1,0,0,10,4,0,64,0,0,2
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine Looackerhof,0114::SB18,,1072,243,1,0,47,51,11,15,25,8,7,2,0,0,9,0,0,67,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau o.b.s. De Eekharst,0114::SB19,,993,371,0,1,56,72,34,24,38,13,36,0,1,0,20,1,2,73,0,1,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verpleegtehuis De Horst,0114::SB20,,1013,238,0,0,47,51,12,15,24,13,25,2,2,0,15,0,0,31,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum De Schans,0114::SB21,,1185,443,1,3,93,104,44,49,30,12,40,0,0,0,16,2,1,51,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau P.C.b.s. De Tondel,0114::SB22,,1189,402,0,1,57,111,19,39,40,29,35,3,0,0,17,0,4,48,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Iemenkorf,0114::SB23,,1324,337,2,3,36,90,14,28,50,14,27,0,0,0,16,1,1,59,0,1,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Verpleegtehuis De Bleerinck,0114::SB24,,1293,412,0,0,71,79,36,38,40,26,31,0,1,1,18,3,1,66,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Brink,0114::SB25,,1278,348,1,0,38,59,8,51,52,33,28,1,0,1,17,1,0,59,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Holtingerhof,0114::SB26,,952,431,0,0,116,80,56,37,26,14,47,3,0,0,13,2,2,35,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau 't Brinkenhoes,0114::SB27,,1025,419,0,0,93,88,37,46,26,13,49,2,1,0,12,1,4,39,6,0,2
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kerkgebouw De Bron,0114::SB28,,1281,354,0,0,46,51,16,38,48,25,33,1,0,1,16,3,3,72,1,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine sporthal,0114::SB29,,727,187,1,0,24,42,5,27,26,9,17,0,0,0,21,0,0,16,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Thriantaschool,0114::SB30,,964,255,0,1,43,55,14,13,40,18,8,2,1,0,7,0,0,52,1,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zaal Heegen,0114::SB31,,1085,288,0,0,52,44,30,17,25,12,7,0,1,0,15,3,0,76,0,0,6
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. 't Koppel,0114::SB32,,805,179,0,0,16,45,14,3,23,15,1,0,0,0,10,1,0,49,0,0,2
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau P.C.b.s. De Bentetop,0114::SB33,,973,216,0,0,35,41,23,9,24,16,12,0,0,0,14,1,0,41,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis 't Stadhoes,0114::SB34,,598,189,0,0,44,24,17,5,24,5,11,1,0,0,10,0,0,47,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Meent,0114::SB35,,933,227,1,1,54,49,7,10,32,6,5,0,1,0,11,0,0,52,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine Sporthal,0114::SB36,,1286,255,0,0,61,74,10,4,20,4,7,1,0,0,5,0,0,67,1,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Dreef,0114::SB37,,1186,266,0,0,60,43,15,19,26,15,12,0,0,1,8,0,1,66,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurtgebouw Ons Dorp,0114::SB38,,1440,315,0,1,49,94,13,10,42,17,8,0,0,0,10,3,0,68,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Bente,0114::SB39,,881,190,0,0,36,45,7,3,11,5,14,0,0,0,9,2,2,55,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis De Foxel,0114::SB40,,525,144,0,0,25,28,10,11,19,3,6,0,0,0,9,1,0,32,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw achter Veenkerk,0114::SB41,,160,51,0,0,14,8,0,5,5,0,3,0,0,0,1,4,0,11,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau P.C.b.s. De Hille,0114::SB42,,1411,286,0,2,96,37,15,13,30,1,6,1,0,0,8,1,2,75,0,1,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine Sporthal De Eendracht,0114::SB43,,1180,209,0,1,66,49,4,10,16,2,5,0,1,0,4,0,0,51,1,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis De Meerstal,0114::SB44,,1226,215,0,0,62,58,8,5,20,1,3,2,0,0,4,0,0,51,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau De Snikke,0114::SB45,,915,219,0,0,80,49,17,3,9,11,6,0,0,0,4,0,0,39,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Dillehof,0114::SB46,,1395,281,3,4,87,55,12,11,23,3,10,0,0,0,7,0,0,72,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Ons Belang,0114::SB47,,713,188,1,0,41,41,17,7,9,0,6,0,0,0,7,2,1,57,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gemeentehuis Locatie 2,0114::SB48,,760,466,2,4,102,90,67,24,21,22,37,0,0,0,11,0,0,91,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Spil,0114::SB49,,1723,306,1,1,78,84,16,13,23,2,12,0,0,0,12,3,0,61,2,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Wijk- en Dienstencentrum Noorderbreedte,0114::SB50,,1028,216,0,0,55,67,12,2,23,5,6,0,0,0,4,1,0,40,1,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine Sporthal de Zon,0114::SB51,,1099,239,0,0,89,47,30,8,6,5,4,4,0,2,6,0,0,38,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw achter Gerk.,0114::SB52,,1352,286,1,1,85,48,15,14,19,15,9,1,0,0,8,1,0,70,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis 't Hoekje,0114::SB53,,1317,276,0,0,59,64,17,7,24,5,10,1,0,0,7,0,1,81,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis De Klink,0114::SB54,,1283,254,0,0,48,82,14,14,24,6,7,1,0,0,6,3,0,45,3,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Parc Centrum Sandur Locatie 2,0114::SB55,,846,271,2,0,38,43,43,30,20,9,34,1,0,0,8,2,0,42,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Dorpshuis d'Aole Turfstee,0114::SB56,,315,104,0,0,17,10,9,4,22,2,12,0,0,0,5,0,0,23,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau S.K.W. Barnstee,0114::SB57,,1482,374,0,0,101,61,24,11,22,9,17,1,1,0,10,6,0,110,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kantine S.C. Erica,0114::SB58,,1222,354,0,0,121,52,39,21,27,5,30,1,0,0,8,4,0,45,0,0,1
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau 't Schienvat,0114::SB59,,1136,370,2,0,157,73,5,12,29,5,19,0,0,0,2,1,0,67,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Anbrenge,0114::SB60,,913,214,0,1,66,32,21,7,17,6,20,0,0,0,0,0,0,45,0,0,0
,Emmen,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau O.b.s. De Peel,0114::SB61,,425,142,0,0,46,19,18,6,6,6,1,1,0,0,3,0,1,33,2,0,0
