contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,CDA - Europese Volkspartij,P.v.d.A./Europese Sociaaldemocraten,VVD - Europese Liberaal-Democraten,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Democraten 66 (D66),Newropeans,Europa Voordelig! & Duurzaam,Solidara,Partij voor de Dieren,EUROPESE KLOKKENLUIDERS PARTIJ (EKP),De Groenen,PVV (Partij voor de Vrijheid),Liberaal Democratische Partij,Partij voor Europese Politiek (PEP),Libertas
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Zorgcentrum Aelsmeer,0358::SB1,,1587,799,0,2,158,70,138,53,35,72,83,1,0,0,20,5,1,161,0,0,2
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kinderhof De Dolfijn,0358::SB2,,1764,758,2,2,168,75,172,43,24,32,90,1,0,1,30,3,1,117,1,0,0
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kunstencentrum De Hint,0358::SB3,,1509,552,0,0,100,78,85,35,23,48,81,1,0,0,19,3,1,76,0,0,2
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Rode Kruis gebouw,0358::SB4,,1445,547,2,0,122,35,66,32,38,41,40,0,2,1,24,6,1,135,2,0,2
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau SWOA gebouw,0358::SB5,,1520,556,1,1,126,53,81,26,12,52,45,3,0,3,28,2,0,117,4,1,3
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Kinderhof Oostkroost,0358::SB6,,1722,676,1,0,151,49,119,26,27,38,34,3,1,1,20,2,4,199,1,0,1
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw Mikado ingang Zuidooster,0358::SB7,,1807,702,1,1,121,65,119,45,26,46,69,1,0,0,25,4,1,174,5,1,0
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Buurthuis Hornmeer,0358::SB8,,1409,727,0,0,163,67,95,24,37,49,86,3,0,2,30,2,1,155,6,2,5
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau P.c.b.s. De Graankorrel,0358::SB9,,1998,775,1,1,161,72,94,60,42,32,90,1,4,1,26,2,1,186,3,0,0
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau r.k.b.s. Antonius,0358::SB10,,2176,780,4,3,160,70,122,54,46,34,80,2,0,1,35,6,0,170,0,0,0
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Clubgebouw VZOD,0358::SB11,,1839,578,0,0,111,50,92,35,38,24,58,2,0,0,20,1,0,145,2,0,0
,Aalsmeer,EP2009,Verkiezing van Europees Parlement 2009,,,2009-06-04,Stembureau Gebouw Mikado ingang bibliotheek,0358::SB12,,2131,703,0,1,104,64,137,54,33,15,112,2,1,0,23,2,1,150,2,0,3
