contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor,0622::SB1,3131 VX,1727,1418,4,7,0,1,1,1287,142,0,0,1,0,0,1430,208,229,42,187,80,97,76,21,69,15,22,124,120,15,48,7,15,21,3,0,2,9,3,3,2,0,0,0,0,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis Burgerzaal,0622::SB2,3131 CV,1647,821,2,3,0,2,3,757,64,0,2,0,0,0,824,158,107,39,129,47,43,34,17,39,6,9,58,55,4,25,8,21,10,3,0,2,5,0,0,1,0,0,0,1,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsgehoorzaal,0622::SB3,3134 BB,1421,1272,3,0,0,3,0,1150,122,0,3,0,0,0,1272,222,148,55,223,89,82,43,22,63,16,15,55,98,14,37,18,44,9,1,0,2,7,4,2,0,0,1,2,0,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pannekoekenhuis 't Hof,0622::SB4,3134 VH,1139,810,0,1,0,0,2,742,67,0,0,0,0,0,811,201,51,58,176,51,39,30,17,36,9,9,10,42,4,28,2,30,2,2,1,3,2,2,0,1,0,2,1,0,1,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Spectrum Boslaan,0622::SB5,3134 XC,870,732,1,2,0,0,2,664,69,0,0,0,0,0,735,116,105,34,88,33,57,41,14,42,3,6,62,60,15,18,6,17,4,3,0,0,3,1,0,0,2,2,0,0,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Spectrum Wilhelminastraat,0622::SB6,3134 CR,1765,695,1,3,0,0,2,640,57,0,0,0,0,0,699,130,86,27,109,43,52,29,17,52,4,2,27,54,7,22,3,19,2,4,0,2,2,2,0,0,0,0,0,0,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkgebouw De Fontein,0622::SB7,3131 HA,2368,907,1,0,0,0,1,826,81,0,0,0,0,0,908,179,160,46,76,39,60,33,30,39,14,22,35,92,7,31,5,14,10,1,0,1,4,4,1,0,1,1,2,0,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rehobothkerk,0622::SB8,3131 LL,2692,1766,8,1,0,2,0,1590,183,0,0,2,0,0,1773,376,278,85,213,63,101,55,46,68,26,58,120,120,7,79,9,19,15,3,0,4,8,4,2,0,4,1,1,0,1,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CBS Het Visnet,0622::SB9,3131 PS,2608,908,0,3,0,0,3,782,126,0,0,0,0,0,911,98,162,22,116,55,78,36,21,42,10,6,94,74,9,30,6,10,10,10,1,3,3,4,0,1,0,2,4,1,0,,
Dordrecht,Vlaardingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wooncentrum De Bolder,0622::SB10,3133 BA,1025,482,2,3,0,0,0,453,34,0,0,0,0,0,487,82,106,33,43,21,44,23,9,17,5,12,22,22,1,24,3,5,4,1,0,1,1,0,1,1,0,0,1,0,0,,
