contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Philalethes,0279::SB1,3925 KV,1377,659,0,1,0,0,2,577,81,0,0,0,0,0,660,132,65,97,26,6,13,11,81,10,3,144,0,36,1,11,1,2,0,4,0,0,0,13,0,0,1,1,0,0,1,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Opstandingskerk,0279::SB2,3925 HA,1542,659,0,1,0,1,9,561,91,0,0,1,0,0,661,108,77,59,48,16,9,14,73,9,2,167,0,29,1,18,3,7,0,0,0,3,1,9,0,1,0,0,0,0,5,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus De Breehoek,0279::SB3,3925 JP,1668,1656,3,3,0,0,9,1420,233,0,0,0,0,0,1662,440,180,155,116,22,44,30,84,21,5,302,3,121,1,64,6,15,0,6,0,3,4,22,0,0,0,2,7,0,3,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Achthoek,0279::SB4,3925 CJ,1185,722,0,0,0,0,6,627,89,0,0,0,0,0,722,162,56,95,45,6,15,6,65,10,0,163,2,42,0,21,1,12,0,0,0,1,1,11,0,1,0,0,2,0,5,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum Boschzicht,0279::SB5,3925 GG,1881,985,6,3,1,0,6,876,113,0,0,1,0,0,995,237,130,79,93,16,24,18,53,16,10,188,1,62,0,27,3,4,0,1,0,0,5,12,1,1,1,0,2,0,1,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum Boschzicht,0279::SB6,3925 GG,0,301,0,1,0,0,27,273,2,0,0,0,0,0,302,68,24,41,19,8,13,16,22,3,2,65,0,6,0,5,1,2,0,2,0,0,0,1,0,0,0,0,0,0,3,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus De Breehoek,0279::SB7,3925 JP,0,434,0,2,0,0,2,394,40,0,0,0,0,0,436,100,33,79,29,4,22,21,38,5,5,69,0,10,0,13,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum Boschzicht,0279::SB8,3925 GG,0,234,0,2,0,2,0,221,17,0,0,2,0,0,238,36,25,28,26,3,7,9,24,2,3,60,0,2,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus De Breehoek,0279::SB9,3925 JP,0,380,0,0,0,0,5,335,40,0,0,0,0,0,380,79,47,57,26,2,21,10,21,8,9,65,1,17,0,7,2,3,0,0,0,1,0,3,0,0,0,0,0,0,1,,
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0279::SB10,3925 CC,0,634,0,0,0,0,,,,,0,0,,,634,121,30,161,27,8,17,41,88,7,8,113,1,2,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arnhem,Scherpenzeel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0279::SB11,3925 CC,0,9,0,0,0,0,,,,,0,0,,,9,3,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
