contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadzaal gemeentehuis,0530::SB100,3221 AL,2176,1024,0,1,0,0,8,908,109,0,0,0,0,0,1025,279,141,48,125,35,72,41,14,47,6,3,10,106,6,41,3,19,0,10,0,2,6,3,1,0,0,0,5,0,1,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadzaal gemeentehuis maandag 15 maart 2021,0530::SB101,3221 AL,0,318,0,0,0,0,0,279,39,0,0,0,0,0,318,79,39,21,46,5,28,23,6,12,6,3,0,14,2,23,0,7,0,1,2,1,0,0,0,0,0,0,0,0,0,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadzaal gemeentehuis dinsdag 16 maart 2021,0530::SB102,3221 AL,0,266,1,0,0,0,0,234,33,0,0,0,0,0,267,75,45,16,34,3,23,11,3,14,3,3,5,16,0,7,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Briefstembureau (commissiekamer 1),0530::SB103,3221 AL,0,2853,9,7,0,14,,,,,0,14,,,2883,755,385,381,231,43,229,345,87,105,102,22,0,28,1,101,1,13,0,1,0,1,2,5,2,8,2,1,0,1,1,0,0
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis briefstembureau (commissiekamer 2 ),0530::SB104,3221 AL,0,35,0,0,0,0,,,,,0,0,,,35,7,6,3,0,0,6,4,2,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Eendr8 (1) (Sporthal),0530::SB200,3223 KJ,2573,1008,2,0,0,1,0,914,95,0,1,0,0,0,1009,241,181,50,107,30,54,49,14,29,12,0,19,141,3,39,5,14,4,1,1,2,2,1,4,1,1,1,0,2,0,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Eendr8 (2) (Sporthal),0530::SB201,3223 KJ,0,1235,3,2,0,0,5,1098,137,0,0,0,0,0,1240,294,195,77,119,41,61,63,12,49,24,3,30,165,7,39,12,11,1,1,0,4,11,10,0,2,0,2,1,0,1,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Eendr8 (1) (Sporthal) maandag 15 maart 2021,0530::SB202,3223 KJ,0,616,1,0,0,0,1,562,54,0,0,0,0,0,617,131,100,53,62,14,64,61,10,19,16,4,12,27,0,27,4,8,0,0,0,0,1,0,0,3,0,0,0,0,0,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Eendr8 (1) (Sporthal) dinsdag 16 maart 2021,0530::SB203,3223 KJ,0,621,0,1,0,0,1,564,57,0,0,0,0,0,622,118,82,37,76,18,68,55,6,19,17,3,14,51,0,40,3,7,0,4,0,0,0,1,0,1,1,0,0,0,0,,
Dordrecht,Hellevoetsluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Morgenstont (1) (sporthal),0530::SB300,3225 PA,5787,1663,8,1,0,2,3,1498,169,0,0,0,0,0,1670,297,389,62,158,62,120,71,30,58,16,3,22,228,11,60,16,22,2,10,0,0,7,10,2,3,0,3,0,1,0,,
