contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0376::SB1,1261 JB,1276,791,0,2,0,0,5,696,92,0,0,0,0,0,793,325,67,58,126,14,15,8,12,37,5,3,2,60,0,29,0,23,1,0,0,0,2,3,0,0,1,0,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Blaercom,0376::SB2,1261 EV,1367,1066,1,1,0,1,5,932,132,0,0,1,0,0,1069,487,69,84,166,16,21,22,6,29,4,0,0,53,0,51,2,54,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Vitus,0376::SB3,1261 JB,1329,559,0,0,0,0,2,475,82,0,0,0,0,0,559,282,42,44,81,10,3,11,1,13,1,0,0,24,0,11,3,26,0,0,1,0,0,5,0,0,0,1,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal,0376::SB4,1261 MX,1601,710,0,2,0,0,0,650,62,0,0,0,0,0,712,210,77,48,120,27,40,26,14,19,9,3,21,43,1,20,7,13,2,2,1,1,2,1,1,1,0,1,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Malbak,0376::SB5,1261 NK,1694,1263,1,6,1,2,1,1161,111,0,0,3,0,0,1273,309,142,112,227,42,74,72,33,40,9,11,12,71,7,48,2,17,12,4,1,5,1,4,0,3,2,2,1,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau LTV de Bijvanck,0376::SB6,1261 TA,1629,1418,3,0,0,1,4,1259,159,0,0,1,0,0,1422,562,104,119,251,37,19,23,30,23,13,4,27,78,0,42,12,43,14,0,0,2,6,4,0,1,0,3,0,1,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (15-03-2021),0376::SB7,1261 JB,0,529,0,0,0,0,3,483,43,0,0,0,0,0,529,203,33,68,97,12,21,37,15,9,6,0,0,10,1,10,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (16-03-2021),0376::SB8,1261 JB,0,462,1,0,0,0,1,403,59,0,0,0,0,0,463,171,37,43,70,8,24,26,8,20,4,0,0,14,1,16,0,15,0,2,0,0,2,0,0,1,0,0,0,0,0,0,,
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau I,0376::SB9,1261 JB,0,855,2,2,0,0,,,,,0,0,,,859,282,48,152,138,16,42,68,22,38,9,2,0,4,1,17,2,11,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Haarlem,Blaricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau II,0376::SB10,1261 JB,0,18,0,0,0,0,,,,,0,0,,,18,4,4,2,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
