contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Rijssen,1742::SB1,7461 DD,1942,1497,1,2,0,0,4,1302,194,0,0,0,0,0,1500,159,144,197,68,18,33,35,160,9,6,465,10,117,3,31,1,4,1,3,0,4,5,21,0,0,0,0,2,0,0,0,1,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Open Hof,1742::SB2,7461 AT,1410,869,4,0,0,0,1,757,115,0,0,0,0,0,873,108,59,122,23,10,11,7,132,8,2,280,0,57,1,19,1,6,0,0,0,1,0,19,0,0,1,0,1,0,0,0,1,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Parkgebouw,1742::SB3,7461 BT,2615,1462,0,2,0,0,12,1274,178,0,0,0,0,0,1464,264,120,200,86,24,33,27,196,13,1,323,9,77,4,39,1,15,0,1,0,0,1,23,0,1,0,3,1,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw schietvereniging,1742::SB4,7461 VP,2077,1269,1,3,0,2,1,1119,155,0,0,2,0,0,1275,163,130,177,55,14,30,16,186,20,3,337,0,77,0,18,2,6,0,1,1,2,2,23,0,1,1,0,4,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Hervormde gemeente, gebouw Sion",1742::SB5,7462 BN,1659,1328,4,3,0,0,0,1161,174,0,0,0,0,0,1335,134,176,144,47,11,39,24,199,10,4,377,31,68,2,16,6,10,0,0,0,0,1,18,0,1,0,2,4,0,3,0,1,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Welleweg,1742::SB6,7462 GD,1809,1039,0,0,0,0,1,881,157,0,0,0,0,0,1039,88,121,110,29,10,15,8,121,3,3,437,3,57,1,13,1,2,0,0,0,2,0,13,0,0,0,0,2,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Willem Alexanderschool,1742::SB7,7462 HN,1879,912,0,1,0,0,0,798,115,0,0,0,0,0,913,86,125,89,21,5,26,14,137,2,1,303,6,48,1,16,4,5,0,0,0,0,0,16,0,0,0,5,2,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau voormalige basisschool de Salto,1742::SB8,7462 JA,1986,1173,0,0,0,0,2,1029,142,0,0,0,0,0,1173,104,84,179,49,24,28,28,148,18,4,402,0,54,1,18,1,5,0,0,0,1,1,23,0,0,0,0,1,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Kroonweide,1742::SB9,7462 MZ,1484,1202,1,4,0,0,0,1046,162,0,0,1,0,1,1208,104,143,163,37,14,39,19,128,7,7,392,2,80,1,25,5,2,0,3,0,0,2,22,0,0,1,4,1,0,0,0,1,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Stroekeld,1742::SB10,7463 CH,1664,2054,2,1,0,3,1,1707,346,0,0,0,0,0,2054,292,157,297,87,15,33,17,294,17,4,630,12,105,3,32,4,8,2,2,0,1,2,35,0,0,0,1,4,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Irene,1742::SB11,7451 GC,1699,1439,0,4,0,0,34,1273,136,0,0,0,0,0,1443,418,126,221,159,39,35,53,43,32,5,15,2,54,3,27,2,21,0,2,2,1,5,168,0,0,1,2,3,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 't Mossink,1742::SB12,7451 CS,1470,908,0,0,0,0,5,810,93,0,0,0,0,0,908,262,67,113,141,21,36,28,13,21,4,4,4,38,3,33,4,16,0,2,0,2,2,86,1,2,0,3,1,0,1,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus Dijkerhoek,1742::SB13,7451 LS,935,770,0,0,0,0,0,692,78,0,0,0,0,0,770,175,37,137,50,11,18,15,13,7,3,0,0,25,0,20,1,11,0,1,0,0,3,241,0,0,0,0,1,0,1,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastieklokaal Lageweg,1742::SB14,7451 AE,1801,1158,3,2,0,0,28,1033,102,0,0,0,0,0,1163,299,102,186,139,36,51,43,36,30,7,6,1,56,1,31,1,22,0,3,1,1,4,101,0,0,0,0,0,0,1,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnastielokaal Vrijheidslaan,1742::SB15,7451 DG,1697,730,0,1,0,0,3,677,51,0,0,0,0,0,731,178,52,105,108,30,33,44,15,18,7,2,1,32,1,20,3,10,0,1,0,0,3,59,1,0,0,3,3,0,0,0,1,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Tabernakel,1742::SB16,7463 CL,2524,1630,1,2,0,0,0,1430,203,0,0,0,0,0,1633,183,77,242,58,8,24,9,244,10,0,636,19,63,0,25,5,7,0,0,0,1,0,16,1,0,0,2,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis maandag,1742::SB101,7461 DD,0,475,1,0,0,0,5,410,61,0,0,0,0,0,476,52,40,91,15,1,14,16,74,2,3,141,4,12,1,4,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Parkgebouw maandag,1742::SB102,7451 BT,0,306,0,0,0,1,1,278,26,0,1,0,0,0,305,44,30,76,12,3,9,20,42,5,0,55,2,0,0,3,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Stroekeld maandag,1742::SB103,7463 CH,0,243,1,1,0,0,4,208,33,0,0,0,0,0,245,27,11,42,6,2,7,6,49,2,3,70,1,7,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Irene maandag,1742::SB104,7451 BL,0,512,1,0,0,0,15,458,40,0,0,0,0,0,513,156,24,118,63,15,25,40,26,11,1,3,0,9,0,6,0,3,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis dinsdag,1742::SB201,7461 DD,0,500,1,1,0,2,3,447,50,0,2,0,0,0,500,52,45,71,18,3,12,14,63,4,11,167,2,14,2,12,0,2,0,1,0,0,2,2,0,1,0,2,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Parkgebouw dinsdag,1742::SB202,7461 BT,0,336,0,0,0,0,0,308,28,0,0,0,0,0,336,21,43,80,13,3,12,8,54,3,6,61,0,19,0,6,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Stroekeld dinsdag,1742::SB203,7463 CH,0,343,0,0,0,0,0,304,39,0,0,0,0,0,343,45,21,51,8,3,3,4,48,1,1,131,0,18,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Zwolle,Rijssen-Holten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Irene dinsdag,1742::SB204,7451 BC,0,437,1,0,0,3,5,402,34,0,0,3,0,0,441,108,37,65,62,17,26,49,9,9,4,10,0,7,1,10,0,3,0,0,0,0,2,15,0,1,0,0,2,0,0,0,0,,
