contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau LindeStede,Wolvega",0098::SB1,8471 KZ,0,30,0,0,0,0,0,28,2,0,0,0,0,0,30,6,2,2,4,2,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,0,11,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,4,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Lenna, Wolvega",0098::SB3,8471 LC,0,1080,3,1,0,0,5,994,85,0,0,0,0,0,1084,234,164,75,129,24,111,90,13,30,8,4,0,94,6,33,4,17,8,2,0,0,11,14,1,4,0,1,2,0,0,1,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sickenga-Oord, Wolvega",0098::SB4,8471 BS,0,20,0,1,0,0,0,20,1,0,0,0,0,0,21,8,2,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Clubgebouw Het Wolvennest, Wolvega",0098::SB5,8471 HH,0,1038,4,0,0,0,0,956,86,0,0,0,0,0,1042,188,229,97,92,31,94,62,13,21,8,1,13,98,1,14,10,24,10,1,1,0,1,19,0,0,3,4,3,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymlokaal de Heidepolle, Wolvega",0098::SB6,8471 VM,0,855,4,0,0,0,1,792,66,0,0,0,0,0,859,149,142,102,75,36,78,49,26,26,8,12,7,76,2,12,6,9,8,4,1,3,1,13,1,3,2,1,3,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau 't Polderhuus, Munnekeburen",0098::SB7,8485 JE,0,833,3,0,0,1,1,752,84,0,0,1,0,0,837,165,88,113,92,40,36,46,27,40,1,3,0,74,2,26,0,13,0,4,1,0,2,57,1,0,0,2,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis 't Griffioentje, Oldelamer",0098::SB8,8486 GD,0,272,0,0,0,0,0,245,27,0,0,0,0,0,272,46,20,53,19,9,6,15,5,11,0,2,0,33,0,3,0,1,1,0,0,2,3,43,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis De Bult, Ter Idzard",0098::SB9,8476 EN,0,395,0,0,0,0,0,358,37,0,0,0,0,0,395,124,29,61,40,14,19,13,4,12,3,2,0,14,0,19,0,6,0,0,0,1,3,31,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kerkelijk centrum Ter Holten, Oldeholtpade",0098::SB10,8474 CL,0,664,1,0,0,0,1,616,48,0,0,0,0,0,665,158,87,91,72,23,48,45,10,24,10,2,0,50,0,10,1,11,0,0,0,1,1,16,2,0,0,0,2,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau MFC De Nije Stienze, Nijeholtpade",0098::SB11,8475 EB,0,324,0,0,0,0,1,297,26,0,0,0,0,0,324,64,24,44,48,12,15,21,4,10,5,2,0,22,0,17,0,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis De Tille, Boijl",0098::SB12,8392 MA,0,510,0,0,0,0,4,445,61,0,0,0,0,0,510,108,82,45,63,13,44,24,14,21,2,1,0,32,0,17,3,3,0,2,0,0,2,32,0,1,0,0,0,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Openbare Bibliotheek, Noordwolde",0098::SB13,8391 BG,0,629,0,1,0,0,3,553,74,0,0,0,0,0,630,104,125,36,68,23,59,41,8,32,8,3,0,78,0,14,4,4,0,2,0,1,2,6,2,1,1,0,6,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw vv Zandhuizen,0098::SB14,8389 TH,0,238,0,0,0,0,0,211,27,0,0,0,0,0,238,37,37,16,24,10,14,19,3,24,0,9,0,12,0,7,1,3,0,0,1,0,2,18,1,0,0,0,0,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Duker, Noordwolde",0098::SB15,8391 MH,0,614,0,1,0,1,0,561,53,0,1,0,0,0,614,125,101,36,61,33,47,48,22,40,3,2,0,35,0,23,4,8,0,2,0,0,1,16,1,0,1,0,5,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpscentrum, Sonnega-Oldetrijne",0098::SB16,8479 HH,0,301,1,1,0,0,1,273,29,0,0,0,0,0,303,68,43,53,31,7,7,11,9,10,1,8,0,16,1,12,0,2,0,0,0,1,2,16,0,0,0,0,3,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Krommestede, Noordwolde",0098::SB17,8391 LH,0,23,0,0,0,0,1,19,3,0,0,0,0,0,23,1,5,4,1,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis ’t Hokkien, De Hoeve",0098::SB18,8394 VP,0,276,1,0,0,0,0,241,36,0,0,0,0,0,277,44,22,49,32,21,17,18,6,18,1,0,0,14,0,12,0,4,0,1,0,0,1,15,0,0,0,0,1,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gebouw Het Anker, Steggerda",0098::SB19,8395 PJ,0,694,1,0,0,0,1,634,60,0,0,0,0,0,695,141,101,111,57,19,45,45,9,26,5,3,0,48,0,13,0,8,0,1,0,1,3,53,1,2,1,0,0,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis 't Centrum, De Blesse",0098::SB20,8397 GC,0,815,0,0,0,0,1,736,78,0,0,0,0,0,815,203,89,119,82,27,66,31,11,26,4,9,0,71,3,21,4,6,0,3,0,0,1,34,0,1,0,0,1,1,0,2,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis, Oosterstreek",0098::SB21,8388 NE,0,302,0,0,0,0,3,270,29,0,0,0,0,0,302,92,18,20,37,16,22,22,5,13,0,1,0,18,1,8,1,3,0,0,0,1,0,22,0,0,0,0,2,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis, Wolvega",0098::SB22,8471 KR,0,1126,2,1,0,0,7,997,125,0,0,0,0,0,1129,245,148,102,147,31,73,64,27,42,8,1,11,122,1,32,5,20,6,4,0,3,2,25,0,2,0,3,2,0,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sportcentrum De Steense I, Wolvega",0098::SB23,8472 AA,0,637,3,1,0,0,1,598,43,1,0,1,0,0,642,177,78,61,93,23,41,33,18,17,7,0,1,46,1,9,2,6,1,2,2,0,2,14,0,0,0,2,0,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sportcentrum De Steense II, Wolvega",0098::SB24,8472 AA,0,569,0,1,0,0,0,513,57,0,0,0,0,0,570,158,53,80,88,16,34,28,9,18,5,1,2,28,0,15,6,12,0,0,0,2,2,5,0,1,2,0,3,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Zalencentrum de Rank, Wolvega",0098::SB25,8471 CE,0,655,1,0,0,0,1,605,50,0,0,0,0,0,656,100,128,72,61,17,70,44,29,16,7,8,0,61,1,7,4,5,0,1,2,2,2,12,2,0,0,1,2,1,0,0,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau ’t Buurthuus, Noordwolde",0098::SB26,8391 AW,0,364,1,1,0,0,0,344,22,0,0,0,0,0,366,58,85,21,41,8,26,36,10,15,7,3,1,29,0,7,3,2,2,1,1,0,3,2,0,0,0,0,2,0,0,1,,
Leeuwarden,Weststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau 't Buurthuus, Noordwolde (15 maart)",0098::SB27,8391 AW,0,212,0,0,0,0,4,189,19,0,0,0,0,0,212,43,36,15,29,9,20,22,10,9,3,2,0,2,0,8,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,
