contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Zuidwolde,1690::SB1,7921 GD,1411,1414,0,2,0,0,4,1259,153,0,0,0,0,0,1416,327,214,141,162,45,65,53,51,42,9,10,2,144,0,45,8,20,0,2,2,4,2,55,1,0,0,2,8,0,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Mr.N.Wessels Boer 1,1690::SB2,7921 JC,996,468,0,0,0,1,0,449,20,0,0,1,0,0,469,129,46,53,60,9,16,19,9,16,2,3,0,36,1,18,1,8,0,1,1,4,1,31,0,1,0,0,1,2,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Mr.N.Wessels Boer 2,1690::SB3,7921 JC,1478,497,0,1,0,1,2,450,47,0,0,1,0,0,499,127,71,60,45,10,27,16,19,7,7,5,0,38,0,20,1,4,0,2,0,1,2,31,0,0,0,0,1,3,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Markehuus,1690::SB4,7924 PP,517,387,0,1,0,0,0,346,42,0,0,0,0,0,388,86,44,33,48,10,16,20,5,14,4,8,0,27,1,14,0,3,0,0,0,2,2,49,1,0,0,0,0,0,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Buddingehof 1,1690::SB5,7961 AM,1048,737,0,0,0,0,0,679,58,0,0,0,0,0,737,175,82,116,94,22,26,40,23,11,4,6,0,30,1,42,7,8,0,3,0,1,4,37,0,0,0,0,2,3,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kolonie,1690::SB6,7961 NH,756,642,0,1,0,1,1,593,48,0,1,0,0,0,642,182,47,116,53,35,24,37,21,13,1,8,0,29,1,24,1,4,0,2,0,2,0,37,2,1,0,0,0,2,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Streekcentrum De Snikke,1690::SB7,7924 RD,581,401,0,1,0,1,2,367,34,0,0,1,0,0,403,96,41,44,34,20,18,15,15,17,4,3,0,36,0,9,0,4,0,2,0,0,0,41,0,0,0,0,2,0,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Linde,1690::SB8,7925 PB,452,369,1,0,0,1,0,330,41,0,0,1,0,0,371,81,30,50,43,8,11,11,10,10,0,11,0,32,1,13,3,8,0,0,0,1,3,39,0,0,0,0,2,2,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Drogterhuus,1690::SB9,7705 PH,412,328,1,1,0,1,3,293,35,0,0,1,0,0,331,54,57,39,24,5,17,13,13,6,3,2,0,17,0,6,1,5,0,0,0,1,1,60,0,3,0,0,0,1,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Marse 2,1690::SB10,7963 CM,1505,957,2,0,0,0,18,841,100,0,0,0,0,0,959,313,93,75,129,33,55,48,12,31,8,4,0,31,2,36,2,10,0,0,0,2,0,68,1,0,1,0,3,0,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Marse 1,1690::SB11,7963 BZ,1329,983,1,4,0,0,14,870,104,0,0,0,0,0,988,285,110,73,126,26,52,71,8,41,7,3,0,38,4,38,6,13,2,0,0,2,2,75,0,0,0,0,0,1,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Bastogne,1690::SB12,7964 KK,498,394,0,0,0,0,10,349,35,0,0,0,0,0,394,103,27,49,70,16,16,15,11,20,3,2,0,15,1,9,2,10,0,0,0,0,1,20,0,0,0,0,1,3,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Schakel,1690::SB13,7958 SB,1548,1130,0,4,0,1,4,1012,119,0,0,1,0,0,1135,261,112,247,101,42,40,44,36,43,7,12,0,69,1,30,2,12,0,0,2,1,6,48,4,0,2,0,5,3,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Welzijncentrum Havezate,1690::SB14,7957 AW,1210,1103,0,1,0,1,1,1020,82,0,1,0,0,0,1103,308,113,112,151,36,50,68,35,44,17,11,1,63,5,28,2,15,0,1,0,0,3,27,3,0,0,0,7,3,0,,
Assen,De Wolden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Slenken,1690::SB15,7957 CB,1263,638,0,0,0,1,3,589,47,0,0,1,0,0,639,177,73,48,103,14,41,47,13,21,11,5,0,31,0,13,6,13,0,1,0,2,2,16,1,0,0,0,0,0,0,,
