contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Made (maandag),1719::SB101,4920 AA,0,473,0,0,0,0,1,425,47,0,0,0,0,0,473,134,50,88,63,9,48,34,7,9,6,4,0,5,0,3,0,9,0,0,0,0,0,1,0,2,0,1,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Made (dinsdag),1719::SB201,4920 AA,0,445,1,1,0,0,0,397,50,0,0,0,0,0,447,141,72,51,43,7,45,31,3,14,1,0,0,13,1,11,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Made (woensdag),1719::SB1,4920 AA,1779,1498,3,0,0,0,2,1343,156,0,0,0,0,0,1501,507,191,124,201,33,116,60,6,35,15,1,6,114,2,41,5,12,0,2,1,5,4,15,0,0,0,0,0,1,0,1,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel centrum de Mayboom,1719::SB2,4921 BB,1907,1197,1,2,0,0,1,1057,143,0,0,0,0,0,1201,465,147,109,127,21,73,38,3,26,11,0,0,83,1,30,3,15,1,4,0,2,1,33,2,0,0,1,0,1,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zorgcentrum de Wijngaerd,1719::SB3,,1803,650,0,1,0,0,1,589,61,0,0,0,0,0,651,235,102,47,64,10,40,15,1,15,9,1,1,54,0,18,2,10,0,0,0,1,0,21,2,1,1,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Portakabin parkeerplaats nabij De Duinpan,1719::SB4,4921 EJ,1359,712,1,1,0,0,1,633,80,0,0,0,0,0,714,220,131,45,65,9,61,31,2,9,9,0,0,54,0,21,3,8,6,1,0,2,1,28,3,0,1,0,0,0,2,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Amerhal,1719::SB5,4921 EV,1687,1084,1,1,0,0,1,983,102,0,0,0,0,0,1086,357,165,87,127,12,102,41,4,28,12,0,1,79,0,26,3,14,0,0,0,1,3,14,2,2,0,0,0,2,0,2,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Albert Heijn Made,1719::SB6,4921 CZ,1234,846,0,2,0,0,3,757,89,0,0,0,0,0,849,261,141,55,96,18,51,27,7,26,7,3,0,75,2,20,5,19,0,1,2,2,8,16,2,1,0,0,0,0,0,1,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Dorpshuys,1719::SB7,4924 ER,585,424,1,1,0,0,1,377,48,0,0,0,0,0,426,148,62,41,47,8,12,8,2,6,3,5,0,40,0,10,2,7,0,1,2,1,1,15,2,0,0,0,0,0,0,1,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum de Zonzeel,1719::SB8,4927 BD,1370,933,0,0,0,0,1,843,89,0,0,0,0,0,933,307,139,63,115,34,45,22,15,47,5,5,2,57,5,20,2,15,0,0,0,0,2,27,1,1,2,0,0,0,0,2,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Lage Zwaluwe,1719::SB9,4926 AH,1704,986,1,0,0,0,3,884,100,0,0,0,0,0,987,309,177,72,94,43,59,30,8,31,7,9,0,58,2,37,8,13,2,0,0,4,2,17,2,0,0,0,0,2,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brasserie 't Appeltje (maandag),1719::SB110,4926 RA,0,183,0,0,0,0,0,169,14,0,0,0,0,0,183,51,19,18,12,10,18,17,6,7,2,1,0,4,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brasserie 't Appeltje (dinsdag),1719::SB210,4926 RA,0,172,0,0,0,0,0,152,20,0,0,0,0,0,172,57,22,15,15,6,15,5,5,5,2,1,0,7,1,6,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brasserie 't Appeltje (woensdag),1719::SB10,4926 RA,1596,983,1,2,0,0,2,882,102,0,0,0,0,0,986,261,193,61,126,28,68,20,11,38,18,4,3,65,1,28,5,17,0,3,0,0,3,24,0,1,1,0,0,4,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Driedorp,1719::SB11,4845 EC,1765,1152,3,0,0,0,1,1050,104,0,0,0,0,0,1155,390,154,118,137,23,77,53,7,26,11,3,0,54,2,34,6,17,0,3,1,4,2,23,2,2,0,1,0,0,0,2,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Witte Kerkje Terheijden (maandag),1719::SB112,4844 CA,0,291,0,0,0,0,2,273,16,0,0,0,0,0,291,69,33,31,54,16,25,30,3,9,2,0,0,4,0,7,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Witte Kerkje Terheijden (dinsdag),1719::SB212,4844 CA,0,275,0,1,0,0,0,252,24,0,0,0,0,0,276,71,32,31,44,10,18,18,6,12,3,1,4,8,0,5,0,8,0,0,0,1,0,1,0,1,0,0,0,1,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Witte Kerkje Terheijden (woensdag),1719::SB12,4844 CA,1724,1472,4,1,0,0,7,1324,145,0,0,0,0,0,1476,392,175,94,271,79,92,69,15,68,22,1,0,84,4,27,7,37,0,2,3,1,2,17,1,3,2,0,0,2,0,2,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Portakabin nabij Basisschool de Zeggewijzer,1719::SB13,4844 RD,1727,766,1,2,0,0,1,698,70,0,0,0,0,0,769,245,73,51,154,41,48,32,5,16,14,0,1,35,0,20,1,15,2,3,2,3,2,1,1,0,1,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Portakabin nabij Basisschool de Windhoek,1719::SB14,4844 SL,1548,706,2,0,0,0,1,638,69,0,0,0,0,0,708,198,95,50,117,29,40,31,6,29,6,3,2,45,2,16,6,10,0,2,0,2,3,11,1,0,2,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woonzorgcentrum Antonius Abt,1719::SB15,4844 SL,0,24,0,0,0,0,0,24,0,0,0,0,0,0,24,6,3,5,4,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Drimmelen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Made,1719::SB1,4920 AA,0,2066,2,1,0,0,,,,,0,0,,,2070,617,192,485,133,32,217,186,30,52,55,1,0,12,0,26,2,6,0,0,0,1,3,10,1,4,0,0,0,0,0,1,0,0
