contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Van Gogh Kerk,0777::SB101,,0,374,0,0,0,0,0,343,31,0,0,0,0,0,374,95,51,60,37,4,42,38,7,13,8,0,1,5,0,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwe Nobelaer (hoofdingang),0777::SB102,,0,514,0,1,0,2,0,481,32,0,2,0,0,0,513,148,80,69,50,30,43,35,6,11,4,2,0,19,0,7,0,4,0,1,0,0,3,1,0,0,0,0,0,1,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw de Gong,0777::SB112,,0,319,0,0,0,0,0,286,33,0,0,0,0,0,319,85,49,24,37,10,29,35,4,8,3,2,2,11,0,10,1,4,0,1,0,1,2,1,0,0,0,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trouwkerkje (Gemeentelijke Trouwzaal),0777::SB114,,0,662,0,1,0,0,1,609,53,0,0,0,0,0,663,182,89,84,97,21,66,42,11,14,4,0,2,18,0,23,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,2,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Van Gogh Kerk,0777::SB201,,0,320,0,0,0,0,0,291,29,0,0,0,0,0,320,111,35,24,35,12,25,19,2,13,4,0,5,16,0,7,2,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwe Nobelaer (hoofdingang),0777::SB202,,0,478,1,0,0,0,1,420,58,0,0,0,0,0,479,154,60,35,65,12,49,40,4,10,11,0,7,11,0,9,1,3,0,0,1,0,4,1,1,0,0,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw de Gong,0777::SB212,,0,320,0,1,0,0,1,288,32,0,0,0,0,0,321,77,42,45,29,9,36,26,4,6,6,1,8,12,0,12,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trouwkerkje (Gemeentelijke Trouwzaal),0777::SB214,,0,698,0,1,0,0,0,630,69,0,0,0,0,0,699,188,112,74,70,31,67,43,13,15,4,0,9,14,1,32,4,12,3,1,0,1,1,1,0,2,0,0,0,0,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Van Gogh Kerk,0777::SB1,,1870,714,1,2,2,0,0,645,70,0,2,0,0,0,715,205,90,39,115,32,42,32,7,26,10,2,20,43,3,15,4,12,6,0,0,4,1,0,1,2,0,1,0,0,0,2,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwe Nobelaer (hoofdingang),0777::SB2,,1864,912,3,0,0,0,2,814,98,0,1,0,1,0,914,233,126,54,121,54,68,31,7,37,6,1,22,89,5,17,2,16,9,3,1,0,1,6,2,0,0,0,0,0,0,1,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Avoord Zorg en Wonen, Ioc. Anbarg",0777::SB3,,1880,839,0,0,0,0,1,753,85,0,0,0,0,0,839,243,123,50,114,43,79,31,11,12,7,0,19,43,2,22,5,13,5,2,0,2,6,4,1,0,0,1,0,1,0,0,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Smeltkroes de Keen,0777::SB4,,2168,935,0,4,0,0,1,822,116,0,0,0,0,0,939,349,89,87,155,28,53,34,8,21,12,0,5,32,2,26,5,11,0,0,0,2,0,13,0,1,1,0,0,0,0,1,,
Tilburg,Etten-Leur,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ARV Achilles,0777::SB5,,1838,1402,1,2,0,0,0,1277,128,0,0,0,0,0,1405,439,195,107,216,50,84,64,11,29,10,0,26,70,5,40,8,25,7,1,1,0,1,7,2,2,0,1,0,0,0,1,,
