contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Raadhuis,0118::SB1,7901 BP,1686,1407,2,1,0,0,3,1267,140,0,0,0,0,0,1410,277,219,163,158,41,108,81,61,44,9,18,5,120,2,34,6,15,0,1,2,6,4,18,0,2,2,2,3,6,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis het Oor,0118::SB2,7901 GK,1471,623,1,0,0,0,0,560,64,0,0,0,0,0,624,93,133,70,55,13,48,21,40,18,7,15,1,63,0,11,8,5,0,0,0,4,2,10,0,0,4,1,1,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau vh J. v.d. Sleedenhuis,0118::SB3,7901 AV,1366,498,0,1,0,0,0,464,35,0,0,0,0,0,499,97,88,67,40,14,25,21,41,11,4,13,0,27,1,16,4,8,0,3,0,6,0,8,0,0,1,0,3,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Het Knooppunt,0118::SB4,7902 JG,1370,846,1,3,0,0,3,758,89,0,0,0,0,0,850,103,227,71,56,13,69,47,27,24,8,19,3,113,0,14,4,11,3,2,0,3,1,18,0,3,1,3,2,0,1,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Magneet,0118::SB5,7904 LW,1932,1073,4,1,0,1,2,952,125,0,0,1,0,0,1079,153,219,89,97,39,104,52,57,28,11,18,8,125,1,22,1,3,1,2,6,7,4,9,1,1,1,4,7,3,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Boerderij,0118::SB6,7908 AC,2385,1467,2,0,0,7,1,1344,117,0,7,0,0,0,1462,405,129,184,221,44,78,56,109,34,7,12,2,74,0,48,5,16,2,0,0,11,1,16,0,0,3,0,8,2,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Magneet,0118::SB7,7904 LW,1919,1195,0,4,0,1,0,1082,116,0,1,0,0,0,1198,190,274,74,69,28,113,56,87,27,12,21,2,135,6,27,10,11,3,6,1,7,4,15,3,2,3,4,5,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oosterkerk,0118::SB8,7905 CA,1577,1408,2,1,0,1,0,1288,124,0,0,1,0,0,1412,227,223,136,142,54,112,66,91,40,15,23,28,126,6,28,13,17,0,0,1,8,8,30,1,1,2,2,7,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Het Activum,0118::SB9,7902 NX,1669,613,0,5,0,0,2,572,44,0,0,0,0,0,618,119,96,52,47,23,33,25,35,13,8,2,27,64,4,13,2,12,0,1,0,10,3,15,0,0,2,3,1,3,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis DES-gebouw,0118::SB10,7906 BG,1553,1022,3,2,0,0,65,869,93,0,0,0,0,0,1027,121,328,73,42,21,105,51,29,16,8,6,6,138,2,24,3,9,0,1,1,9,1,12,1,0,0,9,5,1,0,,
