contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Lisse,0553::SB1,,1276,1034,0,1,0,3,4,927,107,0,0,3,0,0,1038,331,110,78,162,34,20,17,34,42,9,51,0,78,6,36,6,14,0,3,0,0,3,0,0,0,0,0,0,0,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Waterkanten,0553::SB2,,1465,1229,4,1,0,0,7,1114,113,0,0,0,0,0,1234,337,133,84,167,49,58,36,45,32,15,76,4,83,2,47,14,22,1,2,0,1,6,10,1,2,0,0,0,2,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Floralis,0553::SB3,,1925,1329,3,0,0,0,1,1197,134,0,0,0,0,0,1332,377,106,79,242,44,62,28,29,64,13,103,4,69,6,53,2,24,0,2,2,3,6,4,1,0,0,1,0,4,1,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fioretti College,0553::SB4,,1596,485,0,0,0,0,6,433,46,0,0,0,0,0,485,122,32,36,94,28,25,21,13,14,5,27,1,16,5,24,1,14,0,0,0,1,1,2,3,0,0,0,0,0,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Polderman BV,0553::SB5,,1732,1511,1,1,6,0,0,1354,165,0,0,6,0,0,1519,399,167,121,261,47,66,42,42,41,27,74,8,102,3,45,11,31,0,6,0,2,3,5,0,2,1,3,0,2,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Restaurant de Engel,0553::SB6,,1148,861,0,1,0,0,862,790,72,0,0,1,0,0,0,263,106,72,138,28,39,25,14,36,9,7,1,44,4,30,9,20,3,1,0,0,4,8,0,0,0,0,0,0,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Beukenhof,0553::SB7,,1353,644,0,1,0,0,1,598,46,0,0,0,0,0,645,200,59,73,112,18,20,23,31,20,3,22,0,24,0,12,3,15,0,0,0,2,3,0,1,0,1,0,0,1,1,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Poelhuys 1,0553::SB8,,1111,942,0,0,0,3,2,854,89,0,0,3,0,0,945,224,115,69,156,35,63,34,21,32,10,38,4,62,4,39,3,13,1,6,0,1,1,6,2,1,0,0,1,1,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Poelhuys 2,0553::SB9,,1361,843,1,0,0,0,2,755,87,0,0,0,0,0,844,216,100,69,117,34,37,23,31,35,12,38,6,59,2,29,4,21,0,2,1,2,2,1,1,0,0,0,0,1,0,,
Leiden,Lisse,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Speelkwartier,0553::SB10,,1767,1125,2,0,0,0,0,1125,2,0,0,0,0,0,1127,343,118,120,182,36,49,44,25,27,13,14,3,54,2,47,2,22,0,3,0,6,0,8,1,2,0,0,2,2,0,,
