contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Gemeentehuis Verdilaan 1,1783::SB1,2671 VW,1318,827,3,4,0,0,0,738,96,0,0,0,0,0,834,218,100,71,101,18,46,18,20,15,8,7,35,92,1,35,9,10,5,4,0,3,1,1,3,0,0,1,5,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Gemeentehuis Verdilaan 2,1783::SB2,2671 VW,1318,805,3,2,0,0,2,725,87,0,0,4,0,0,814,241,121,51,100,21,32,17,7,25,8,8,22,88,1,35,5,13,5,0,0,1,2,1,0,0,0,0,1,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Gemeentekantoor Ln vd Glazen Stad,1783::SB3,2672 TA,1318,849,3,0,0,0,0,762,90,0,0,0,0,0,852,288,92,100,90,16,18,16,16,16,5,4,9,85,1,45,5,13,13,1,0,2,8,4,1,1,0,0,0,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Bernadetteschool,1783::SB4,2673 BK,1318,1335,0,0,0,0,1,1194,145,0,0,5,0,0,1340,607,118,131,154,15,18,12,23,17,10,5,9,86,1,92,8,12,0,0,2,2,7,1,3,0,0,0,2,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Brandweerkazerne,1783::SB5,2671 JP,1318,964,0,0,0,0,1,861,102,0,0,0,0,0,964,300,149,84,92,19,26,20,24,28,7,5,14,84,0,51,11,28,5,1,0,0,14,1,0,1,0,0,0,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Basisschool de Regenboog,1783::SB6,2672 DR,1318,1276,6,0,0,1,1,1133,149,0,0,1,0,0,1283,494,143,146,165,21,23,22,26,17,8,7,2,90,1,70,10,20,1,1,0,1,5,1,1,0,1,0,0,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk De Oude Kerk,1783::SB7,2671 GR,1318,357,1,1,0,0,3,331,25,0,0,0,0,0,359,111,38,29,57,14,13,14,2,12,1,0,0,31,1,14,3,8,0,0,0,0,5,2,1,1,0,0,0,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Gymzaal Wollegras,1783::SB8,2671 ZZ,1318,1149,2,0,0,0,1,1038,112,0,0,0,0,0,1151,397,152,113,130,22,31,28,21,19,10,5,7,82,0,68,18,23,0,1,0,6,8,4,1,0,0,2,0,1,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Ontmoetingskerk,1783::SB9,2671 KH,1318,739,1,0,0,0,2,645,93,0,0,0,0,0,740,189,112,132,74,11,14,18,31,19,6,3,16,56,0,41,3,5,0,0,0,0,2,5,0,0,1,1,0,0,0,,
Dordrecht,Westland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Naaldwijk Partycentrum De Binnenhof,1783::SB10,2671 EG,1318,920,1,1,0,0,1,825,96,0,0,0,0,0,922,280,144,84,82,19,36,22,28,20,10,2,23,83,1,46,4,14,6,2,0,1,6,4,0,1,0,0,0,2,0,,
