contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fidei et Arti,1655::SB001,,2039,1445,2,1,0,0,1,1272,175,0,0,0,0,0,1448,379,262,93,150,53,102,51,16,32,14,0,67,105,8,36,12,26,5,5,0,1,9,7,0,2,3,2,0,3,1,1,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis woensdag,1655::SB002,,2031,824,0,3,0,0,0,743,85,0,0,1,0,0,828,153,142,60,110,35,55,29,9,27,10,3,64,73,5,15,7,7,4,2,0,2,1,6,0,2,0,0,1,1,0,1,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentewerf woensdag,1655::SB003,,1899,808,2,0,0,0,1,697,112,0,0,0,0,0,810,209,141,59,82,25,55,20,7,20,8,3,45,62,0,16,4,11,4,4,0,4,1,22,1,1,0,0,0,2,0,2,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Beuk,1655::SB004,,2152,1331,5,5,0,0,5,1202,135,0,0,1,0,0,1342,382,218,85,177,53,134,48,8,23,10,1,42,58,4,32,10,22,3,3,2,1,3,7,1,1,2,0,0,1,0,0,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School de Klinkert,1655::SB006,,1774,896,1,2,0,0,1,781,119,0,0,2,0,0,901,244,142,71,118,22,77,40,6,24,11,3,25,52,3,24,2,13,4,3,0,2,0,8,0,1,1,0,0,0,0,0,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportkantine de Parrestee,1655::SB008,,1947,1257,0,1,0,0,4,1104,150,0,0,0,0,0,1258,452,185,103,174,45,77,37,16,26,10,1,2,58,3,34,3,13,1,3,0,2,4,7,0,0,0,0,0,0,0,1,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Kompas,1655::SB009,,1299,930,1,0,0,0,0,818,112,0,0,0,1,0,930,330,137,105,93,19,51,25,4,15,11,2,1,59,0,33,2,9,0,0,0,4,4,22,1,0,1,0,0,2,0,0,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau zaal Hart van Gastel,1655::SB011,,1823,1286,2,2,0,0,3,1145,146,0,0,4,0,0,1294,407,206,105,164,30,97,62,7,24,18,1,1,84,0,38,8,12,0,0,1,2,2,16,0,0,0,0,0,0,0,1,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalkantine Oud Gastel,1655::SB012,,1606,721,1,0,0,0,0,721,1,0,0,0,0,0,722,276,102,58,77,14,51,20,3,11,8,2,1,32,0,30,3,10,0,0,0,0,3,13,4,1,0,0,0,0,0,2,,
Tilburg,Halderberge,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau T Veerhuis,1655::SB014,,2142,1514,2,3,0,1,5,1346,169,0,0,1,0,0,1520,452,294,99,161,26,149,55,9,18,18,0,13,122,2,40,7,24,0,0,0,4,1,12,1,0,1,3,0,1,0,2,,
