contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant Lucebert (schouwburg),0855::SB903,,1505,378,0,0,0,0,2,342,34,0,0,0,0,0,378,55,37,36,70,30,44,45,5,18,8,0,3,9,4,7,0,3,0,0,1,0,1,0,0,0,0,0,0,2,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ALU-hal Stappegoor,0855::SB905,,1505,141,0,0,0,2,0,125,18,0,0,2,0,0,143,32,23,5,16,7,19,11,0,1,4,0,1,10,2,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ALU-hal Pater van den Elsenplein,0855::SB906,,1505,340,0,3,0,0,0,303,40,0,0,0,0,0,343,51,79,12,27,16,59,24,2,9,8,1,6,24,3,6,2,2,2,1,0,0,1,1,1,2,0,1,0,0,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Postelse Hoeve,0855::SB907,,1505,204,0,0,0,0,0,177,27,0,0,0,0,0,204,31,22,10,32,19,28,18,2,21,0,0,2,7,4,0,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ALU-hal winkelcentrum Wagnerplein,0855::SB912,,1505,774,2,3,0,0,0,703,75,0,1,0,0,0,778,165,140,86,71,29,93,71,4,17,23,2,31,12,1,9,1,4,4,1,0,0,3,2,0,1,0,2,0,0,1,1,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Heyhoef,0855::SB913,,1505,1016,2,0,0,0,4,900,114,0,0,0,0,0,1018,258,129,85,136,50,140,86,13,17,24,2,3,35,0,22,0,9,0,2,0,0,3,0,0,1,0,0,0,0,0,1,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ´t Plein,0855::SB914,,1505,380,0,0,0,0,0,347,33,0,0,0,0,0,380,117,38,76,48,11,31,32,1,4,8,0,1,2,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 013 Poppodium,0855::SB915,,1505,567,0,0,0,0,5,523,39,0,0,0,0,0,567,86,37,27,129,53,49,65,6,51,8,1,6,1,7,16,2,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ALU-hal Lumenplantsoen,0855::SB916,,1505,275,0,0,0,0,0,252,23,0,0,0,0,0,275,59,48,14,37,15,29,12,1,6,8,0,14,19,1,1,0,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Tilburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ALU-hal Pieter Vreedeplein,0855::SB917,,1505,296,0,1,0,0,0,273,24,0,0,0,0,0,297,83,28,19,35,19,28,33,1,11,1,1,3,11,2,4,0,9,0,3,1,0,0,2,0,2,0,0,0,0,0,0,,
