contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,1250,736,1,0,0,0,2,677,58,0,0,0,0,0,737,142,87,37,147,47,49,46,14,45,4,0,9,42,7,15,2,28,4,0,1,0,3,3,0,1,0,1,1,1,0,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis Amstelveen,0362::SB10,1182 JR,1250,1662,2,7,0,4,6,1500,169,0,0,4,0,0,1675,446,103,78,379,124,65,87,29,80,11,7,35,52,36,26,7,64,6,13,2,2,4,1,2,0,0,0,2,1,0,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paaskerk,0362::SB13,1185 CN,1250,1279,9,3,0,4,3,1187,105,0,0,4,0,0,1295,266,112,57,235,93,105,93,23,64,8,5,23,72,25,18,2,44,9,3,2,2,3,4,1,2,0,2,4,0,2,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rode Kruis gebouw,0362::SB14,1185 HH,1250,1180,2,3,0,0,2,1084,99,0,0,0,0,0,1185,216,96,46,255,78,83,75,13,71,16,2,28,75,29,19,2,46,6,4,0,2,14,1,0,0,0,2,0,0,1,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Noorddamcentrum,0362::SB15,1187 CM,1250,1149,1,0,0,0,2,1040,108,0,0,0,0,0,1150,304,90,69,215,78,56,55,19,66,6,5,15,55,6,46,4,37,4,6,2,4,1,0,0,0,0,2,2,1,1,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Nesse,0362::SB17,1189 WD,1250,469,0,1,0,0,0,419,51,0,0,0,0,0,470,114,31,56,86,28,18,29,7,25,4,1,5,16,2,13,0,16,0,1,0,0,2,15,0,0,0,0,0,0,0,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurcentrum Griffioen,0362::SB18,1183 AM,1250,1074,0,1,0,2,7,1004,66,0,0,2,0,0,1077,92,15,38,392,141,17,54,16,63,1,1,6,18,39,23,1,139,1,6,0,5,3,1,1,0,0,0,0,0,1,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijksteunpunt Middenhof 2,0362::SB19,1188 KD,1250,877,0,0,0,0,0,792,85,0,0,0,0,0,877,209,91,63,163,58,54,55,15,54,9,4,9,40,4,13,2,24,0,2,0,1,4,0,1,0,0,1,0,1,0,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schooltuinen Bankrasflora,0362::SB20,1183 BA,1250,873,1,7,0,1,0,810,72,0,0,1,0,0,882,199,48,47,181,85,37,59,26,46,7,2,9,36,18,14,3,36,5,3,0,3,5,1,2,0,0,0,0,0,1,0,,
Haarlem,Amstelveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Alleman,0362::SB21,1183 JM,1250,1536,1,9,0,1,4,1439,104,0,0,1,0,0,1547,333,143,78,331,122,91,89,41,64,13,9,26,66,29,33,5,36,7,3,2,2,8,0,0,1,0,0,2,1,1,0,,
